struct_id	relationship_name	orphanet_id	dise_name	dise_type	drug_name
3569	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	sulfiram
3569	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	sulfiram
3569	contraindication	238688	Neonatal iodine exposure	not_genetic	sulfiram
3569	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	sulfiram
183	contraindication	1910	Fetal iodine syndrome	not_genetic	amlodipine
183	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	amlodipine
183	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	amlodipine
183	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	amlodipine
183	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	amlodipine
183	contraindication	238688	Neonatal iodine exposure	not_genetic	amlodipine
183	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	amlodipine
441	contraindication	1910	Fetal iodine syndrome	not_genetic	butalbital
441	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	butalbital
441	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	butalbital
441	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	butalbital
441	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	butalbital
441	contraindication	238688	Neonatal iodine exposure	not_genetic	butalbital
441	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	butalbital
1191	contraindication	1910	Fetal iodine syndrome	not_genetic	fludrocortisone acetate
1191	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	fludrocortisone acetate
1191	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	fludrocortisone acetate
1191	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	fludrocortisone acetate
1191	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	fludrocortisone acetate
1191	contraindication	238688	Neonatal iodine exposure	not_genetic	fludrocortisone acetate
1191	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	fludrocortisone acetate
2326	contraindication	1910	Fetal iodine syndrome	not_genetic	pseudoephedrine
2326	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	pseudoephedrine
2326	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	pseudoephedrine
2326	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	pseudoephedrine
2326	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	pseudoephedrine
2326	contraindication	238688	Neonatal iodine exposure	not_genetic	pseudoephedrine
2326	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	pseudoephedrine
700	contraindication	1910	Fetal iodine syndrome	not_genetic	clomifene
700	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	clomifene
700	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	clomifene
700	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	clomifene
700	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	clomifene
700	contraindication	238688	Neonatal iodine exposure	not_genetic	clomifene
700	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	clomifene
1380	contraindication	1910	Fetal iodine syndrome	not_genetic	methylhomatropine
1380	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	methylhomatropine
1380	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	methylhomatropine
1380	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	methylhomatropine
1380	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	methylhomatropine
1380	contraindication	238688	Neonatal iodine exposure	not_genetic	methylhomatropine
1380	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	methylhomatropine
408	contraindication	1910	Fetal iodine syndrome	not_genetic	brompheniramine
408	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	brompheniramine
408	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	brompheniramine
408	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	brompheniramine
408	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	brompheniramine
408	contraindication	238688	Neonatal iodine exposure	not_genetic	brompheniramine
408	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	brompheniramine
4207	contraindication	1910	Fetal iodine syndrome	not_genetic	lithium carbonate
4207	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	lithium carbonate
4207	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	lithium carbonate
4207	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	lithium carbonate
4207	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	lithium carbonate
4207	contraindication	238688	Neonatal iodine exposure	not_genetic	lithium carbonate
4207	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	lithium carbonate
1057	contraindication	1910	Fetal iodine syndrome	not_genetic	estradiol
1057	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	estradiol
1057	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	estradiol
1057	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	estradiol
1057	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	estradiol
1057	contraindication	238688	Neonatal iodine exposure	not_genetic	estradiol
1057	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	estradiol
349	contraindication	1910	Fetal iodine syndrome	not_genetic	betamethasone acetate
349	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	betamethasone acetate
349	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	betamethasone acetate
349	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	betamethasone acetate
349	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	betamethasone acetate
349	contraindication	238688	Neonatal iodine exposure	not_genetic	betamethasone acetate
349	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	betamethasone acetate
610	contraindication	1910	Fetal iodine syndrome	not_genetic	chlorotrianisene
610	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	chlorotrianisene
610	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	chlorotrianisene
610	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	chlorotrianisene
610	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	chlorotrianisene
610	contraindication	238688	Neonatal iodine exposure	not_genetic	chlorotrianisene
610	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	chlorotrianisene
1574	contraindication	1910	Fetal iodine syndrome	not_genetic	levorphanol
1574	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	levorphanol
1574	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	levorphanol
1574	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	levorphanol
1574	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	levorphanol
1574	contraindication	238688	Neonatal iodine exposure	not_genetic	levorphanol
1574	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	levorphanol
875	contraindication	1910	Fetal iodine syndrome	not_genetic	diethylstilbestrol
875	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	diethylstilbestrol
875	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	diethylstilbestrol
875	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	diethylstilbestrol
875	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	diethylstilbestrol
875	contraindication	238688	Neonatal iodine exposure	not_genetic	diethylstilbestrol
875	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	diethylstilbestrol
3424	contraindication	1910	Fetal iodine syndrome	not_genetic	pentazocine
3424	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	pentazocine
3424	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	pentazocine
3424	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	pentazocine
3424	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	pentazocine
3424	contraindication	238688	Neonatal iodine exposure	not_genetic	pentazocine
3424	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	pentazocine
1980	contraindication	1910	Fetal iodine syndrome	not_genetic	octreotide
1980	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	octreotide
1980	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	octreotide
1980	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	octreotide
1980	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	octreotide
1980	contraindication	238688	Neonatal iodine exposure	not_genetic	octreotide
1980	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	octreotide
3487	contraindication	1910	Fetal iodine syndrome	not_genetic	pramocaine
3487	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	pramocaine
3487	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	pramocaine
3487	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	pramocaine
3487	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	pramocaine
3487	contraindication	238688	Neonatal iodine exposure	not_genetic	pramocaine
3487	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	pramocaine
2134	contraindication	1910	Fetal iodine syndrome	not_genetic	phenobarbital
2134	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	phenobarbital
2134	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	phenobarbital
2134	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	phenobarbital
2134	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	phenobarbital
2134	contraindication	238688	Neonatal iodine exposure	not_genetic	phenobarbital
2134	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	phenobarbital
1454	contraindication	1910	Fetal iodine syndrome	not_genetic	iodinated glycerol
1454	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	iodinated glycerol
1454	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	iodinated glycerol
1454	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	iodinated glycerol
1454	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	iodinated glycerol
1454	contraindication	238688	Neonatal iodine exposure	not_genetic	iodinated glycerol
1454	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	iodinated glycerol
4621	contraindication	1910	Fetal iodine syndrome	not_genetic	levomefolic acid
4621	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	levomefolic acid
4621	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	levomefolic acid
4621	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	levomefolic acid
4621	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	levomefolic acid
4621	contraindication	238688	Neonatal iodine exposure	not_genetic	levomefolic acid
4621	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	levomefolic acid
594	contraindication	1910	Fetal iodine syndrome	not_genetic	chlordiazepoxide
594	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	chlordiazepoxide
594	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	chlordiazepoxide
594	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	chlordiazepoxide
594	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	chlordiazepoxide
594	contraindication	238688	Neonatal iodine exposure	not_genetic	chlordiazepoxide
594	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	chlordiazepoxide
1878	contraindication	1910	Fetal iodine syndrome	not_genetic	naloxone
1878	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	naloxone
1878	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	naloxone
1878	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	naloxone
1878	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	naloxone
1878	contraindication	238688	Neonatal iodine exposure	not_genetic	naloxone
1878	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	naloxone
2406	contraindication	1910	Fetal iodine syndrome	not_genetic	rosuvastatin
2406	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	rosuvastatin
2406	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	rosuvastatin
2406	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	rosuvastatin
2406	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	rosuvastatin
2406	contraindication	238688	Neonatal iodine exposure	not_genetic	rosuvastatin
2406	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	rosuvastatin
871	contraindication	1910	Fetal iodine syndrome	not_genetic	dienogest
871	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	dienogest
871	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	dienogest
871	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	dienogest
871	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	dienogest
871	contraindication	238688	Neonatal iodine exposure	not_genetic	dienogest
871	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	dienogest
2607	contraindication	1910	Fetal iodine syndrome	not_genetic	testosterone
2607	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	testosterone
2607	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	testosterone
2607	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	testosterone
2607	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	testosterone
2607	contraindication	238688	Neonatal iodine exposure	not_genetic	testosterone
2607	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	testosterone
867	contraindication	1910	Fetal iodine syndrome	not_genetic	dicoumarol
867	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	dicoumarol
867	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	dicoumarol
867	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	dicoumarol
867	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	dicoumarol
867	contraindication	238688	Neonatal iodine exposure	not_genetic	dicoumarol
867	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	dicoumarol
1690	contraindication	1910	Fetal iodine syndrome	not_genetic	pethidine
1690	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	pethidine
1690	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	pethidine
1690	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	pethidine
1690	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	pethidine
1690	contraindication	238688	Neonatal iodine exposure	not_genetic	pethidine
1690	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	pethidine
2146	contraindication	1910	Fetal iodine syndrome	not_genetic	phenylephrine
2146	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	phenylephrine
2146	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	phenylephrine
2146	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	phenylephrine
2146	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	phenylephrine
2146	contraindication	238688	Neonatal iodine exposure	not_genetic	phenylephrine
2146	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	phenylephrine
4213	contraindication	1910	Fetal iodine syndrome	not_genetic	hydrocortisone acetate
4213	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	hydrocortisone acetate
4213	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	hydrocortisone acetate
4213	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	hydrocortisone acetate
4213	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	hydrocortisone acetate
4213	contraindication	238688	Neonatal iodine exposure	not_genetic	hydrocortisone acetate
4213	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	hydrocortisone acetate
499	contraindication	1910	Fetal iodine syndrome	not_genetic	carbinoxamine
499	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	carbinoxamine
499	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	carbinoxamine
499	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	carbinoxamine
499	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	carbinoxamine
499	contraindication	238688	Neonatal iodine exposure	not_genetic	carbinoxamine
499	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	carbinoxamine
1659	contraindication	1910	Fetal iodine syndrome	not_genetic	medroxyprogesterone
1659	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	medroxyprogesterone
1659	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	medroxyprogesterone
1659	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	medroxyprogesterone
1659	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	medroxyprogesterone
1659	contraindication	238688	Neonatal iodine exposure	not_genetic	medroxyprogesterone
1659	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	medroxyprogesterone
132	contraindication	1910	Fetal iodine syndrome	not_genetic	alphaprodine
132	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	alphaprodine
132	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	alphaprodine
132	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	alphaprodine
132	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	alphaprodine
132	contraindication	238688	Neonatal iodine exposure	not_genetic	alphaprodine
132	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	alphaprodine
176	contraindication	1910	Fetal iodine syndrome	not_genetic	amiodarone
176	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	amiodarone
176	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	amiodarone
176	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	amiodarone
176	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	amiodarone
176	contraindication	238688	Neonatal iodine exposure	not_genetic	amiodarone
176	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	amiodarone
1393	contraindication	1910	Fetal iodine syndrome	not_genetic	hydromorphone
1393	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	hydromorphone
1393	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	hydromorphone
1393	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	hydromorphone
1393	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	hydromorphone
1393	contraindication	238688	Neonatal iodine exposure	not_genetic	hydromorphone
1393	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	hydromorphone
1704	contraindication	1910	Fetal iodine syndrome	not_genetic	meprobamate
1704	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	meprobamate
1704	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	meprobamate
1704	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	meprobamate
1704	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	meprobamate
1704	contraindication	238688	Neonatal iodine exposure	not_genetic	meprobamate
1704	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	meprobamate
2029	contraindication	1910	Fetal iodine syndrome	not_genetic	oxycodone
2029	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	oxycodone
2029	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	oxycodone
2029	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	oxycodone
2029	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	oxycodone
2029	contraindication	238688	Neonatal iodine exposure	not_genetic	oxycodone
2029	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	oxycodone
2253	contraindication	1910	Fetal iodine syndrome	not_genetic	prednisone
2253	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	prednisone
2253	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	prednisone
2253	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	prednisone
2253	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	prednisone
2253	contraindication	238688	Neonatal iodine exposure	not_genetic	prednisone
2253	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	prednisone
886	contraindication	1910	Fetal iodine syndrome	not_genetic	dihydrocodeine
886	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	dihydrocodeine
886	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	dihydrocodeine
886	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	dihydrocodeine
886	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	dihydrocodeine
886	contraindication	238688	Neonatal iodine exposure	not_genetic	dihydrocodeine
886	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	dihydrocodeine
593	contraindication	1910	Fetal iodine syndrome	not_genetic	chlorcyclizine
593	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	chlorcyclizine
593	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	chlorcyclizine
593	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	chlorcyclizine
593	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	chlorcyclizine
593	contraindication	238688	Neonatal iodine exposure	not_genetic	chlorcyclizine
593	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	chlorcyclizine
2770	contraindication	1910	Fetal iodine syndrome	not_genetic	trolnitrate
2770	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	trolnitrate
2770	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	trolnitrate
2770	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	trolnitrate
2770	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	trolnitrate
2770	contraindication	238688	Neonatal iodine exposure	not_genetic	trolnitrate
2770	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	trolnitrate
4496	contraindication	1910	Fetal iodine syndrome	not_genetic	haloperidol decanoate
4496	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	haloperidol decanoate
4496	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	haloperidol decanoate
4496	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	haloperidol decanoate
4496	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	haloperidol decanoate
4496	contraindication	238688	Neonatal iodine exposure	not_genetic	haloperidol decanoate
4496	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	haloperidol decanoate
725	contraindication	1910	Fetal iodine syndrome	not_genetic	codeine
725	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	codeine
725	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	codeine
725	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	codeine
725	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	codeine
725	contraindication	238688	Neonatal iodine exposure	not_genetic	codeine
725	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	codeine
3188	contraindication	1910	Fetal iodine syndrome	not_genetic	estrone
3188	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	estrone
3188	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	estrone
3188	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	estrone
3188	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	estrone
3188	contraindication	238688	Neonatal iodine exposure	not_genetic	estrone
3188	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	estrone
1407	contraindication	1910	Fetal iodine syndrome	not_genetic	ibuprofen
1407	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	ibuprofen
1407	contraindication	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	not_genetic	ibuprofen
1407	contraindication	238696	Transient congenital hypothyroidism due to maternal factor	not_genetic	ibuprofen
1407	contraindication	238699	Transient congenital hypothyroidism due to neonatal factor	not_genetic	ibuprofen
1407	contraindication	238688	Neonatal iodine exposure	not_genetic	ibuprofen
1407	contraindication	95715	Congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies	not_genetic	ibuprofen
1845	contraindication	1910	Fetal iodine syndrome	not_genetic	morphine
1845	contraindication	226316	Genetic transient congenital hypothyroidism	rare_genetic	morphine
