orphanet_id	dise_name
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
618	Familial melanoma
309	Familial partial epilepsy
213512	Malignant mixed Müllerian tumor of the ovary
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213557	Salivary gland type cancer of the breast
213524	Hereditary site-specific ovarian cancer syndrome
213517	Familial ovarian cancer
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213531	Metaplastic carcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213528	Rare adenocarcinoma of the breast
213721	Undifferentiated carcinoma of the corpus uteri
213716	Squamous cell carcinoma of the corpus uteri
213787	Carcinosarcoma of the cervix uteri
747	Autoimmune pulmonary alveolar proteinosis
3474	CHIME syndrome
216972	Niemann-Pick disease type C, severe perinatal form
216978	Niemann-Pick disease type C, late infantile neurologic onset
216975	Niemann-Pick disease type C, severe early infantile neurologic onset
216986	Niemann-Pick disease type C, adult neurologic onset
216981	Niemann-Pick disease type C, juvenile neurologic onset
217017	Zechi-Ceide syndrome
2088	Glycogen storage disease due to GLUT2 deficiency
217026	Microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type
217266	BNAR syndrome
2584	Classic mycosis fungoides
217064	5-fluorouracil poisoning
2745	Opitz G/BBB syndrome
217340	17q21.31 microduplication  syndrome
2566	Chronic Epstein-Barr virus infection syndrome
217557	Pulmonary interstitial glycogenosis
217566	Chronic respiratory distress with surfactant metabolism deficiency
217467	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
217454	Rare hereditary thrombophilia
1132	Aortic arch defects
1138	Abnormal origin of the pulmonary artery
217385	17p13.3 microduplication syndrome
217371	Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
980	Absence of the pulmonary artery
217382	Neurodegenerative syndrome due to cerebral folate transport deficiency
1054	Aneurysm of sinus of Valsalva
2038	Pulmonary arteriovenous malformation
217572	Glycogen storage disease with hypertrophic cardiomyopathy
2039	Congenital systemic arteriovenous fistula
1467	Cogan syndrome
220448	Macrothrombocytopenia with mitral valve insufficiency
2170	Methylcobalamin deficiency type cblG
622	Homocystinuria without methylmalonic aciduria
927	Hyperammonemia due to N-acetylglutamate synthase deficiency
220489	Rare hereditary hemochromatosis
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
220493	Joubert syndrome with ocular defect
1032	Hyperdibasic aminoaciduria type 1
221139	Combined immunodeficiency with facio-oculo-skeletal anomalies
228000	Idiopathic CD4 lymphocytopenia
842	Testicular seminomatous germ cell tumor
227976	Autosomal recessive optic atrophy, OPA7 type
227796	Fundus albipunctatus
227535	Hereditary breast cancer
227535	Hereditary breast cancer
227535	Hereditary breast cancer
227535	Hereditary breast cancer
227535	Hereditary breast cancer
227535	Hereditary breast cancer
227535	Hereditary breast cancer
227535	Hereditary breast cancer
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
319	Ewing sarcoma
227786	Familial flecked retinopathy
513	Acute lymphoblastic leukemia
419	Hyperprolinemia type 1
391	Classic Hodgkin lymphoma
391	Classic Hodgkin lymphoma
391	Classic Hodgkin lymphoma
391	Classic Hodgkin lymphoma
391	Classic Hodgkin lymphoma
391	Classic Hodgkin lymphoma
391	Classic Hodgkin lymphoma
3337	Primary Fanconi syndrome
228423	Monocytopenia with susceptibility to infections
228415	5q35 microduplication syndrome
228407	Craniofacial dysmorphism-skeletal anomalies-intellectual disability syndrome
228410	Polyvalvular heart disease syndrome
228399	8q12 microduplication syndrome
228302	Carnitine palmitoyl transferase II deficiency, myopathic form
228305	Carnitine palmitoyl transferase II deficiency, severe infantile form
228308	Carnitine palmitoyl transferase II deficiency, neonatal form
228315	Idiopathic hypersomnia with long sleep time
1544	Benign focal seizures of adolescence
228140	Idiopathic ventricular fibrillation, non Brugada type
1018	X-linked diffuse leiomyomatosis-Alport syndrome
306	Benign familial infantile epilepsy
231531	Hermansky-Pudlak syndrome type 7
231537	Hermansky-Pudlak syndrome type 8
231512	Hermansky-Pudlak syndrome without pulmonary fibrosis
231500	Hermansky-Pudlak syndrome with pulmonary fibrosis
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231401	Alpha-thalassemia-myelodysplastic syndrome
231393	Beta-thalassemia-X-linked thrombocytopenia syndrome
2197	Idiopathic hypercalciuria
231154	Combined immunodeficiency due to partial RAG1 deficiency
405	Familial hypocalciuric hypercalcemia
82	Hereditary thrombophilia due to congenital antithrombin deficiency
235936	Familial hyperaldosteronism
238446	15q11q13 microduplication syndrome
238329	Severe X-linked mitochondrial encephalomyopathy
231580	Primary unilateral adrenal hyperplasia
231632	Ectopic aldosterone-producing tumor
231625	Adrenocortical carcinoma with pure aldosterone hypersecretion
238517	Hypotonia-cystinuria syndrome type 1
238578	Familial clubfoot due to 17q23.1q23.2 microduplication
238569	Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome
238523	Atypical hypotonia-cystinuria syndrome
331176	Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency
330012	High altitude pulmonary edema
330015	Lead poisoning
330021	Mercury poisoning
330050	Lethal encephalopathy due to mitochondrial and peroxisomal fission defect
329802	5p13 microduplication syndrome
329883	Non-hypoproteinemic hypertrophic gastropathy
329942	Transient neonatal multiple acyl-CoA dehydrogenase deficiency
329967	Intermittent hydrarthrosis
329894	Juvenile overlap myositis
329469	Acute megakaryoblastic leukemia without Down syndrome
329211	Autosomal dominant neovascular inflammatory vitreoretinopathy
1243	Best vitelliform macular dystrophy
324964	Chronic recurrent multifocal osteomyelitis
324764	Trichorhinophalangeal syndrome
324718	ABetaA21G amyloidosis
324718	ABetaA21G amyloidosis
324713	ABeta amyloidosis, Italian type
324713	ABeta amyloidosis, Italian type
324723	ABeta amyloidosis, Arctic type
324723	ABeta amyloidosis, Arctic type
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324648	Invasive non-typhoidal salmonellosis
324708	ABeta amyloidosis, Iowa type
324708	ABeta amyloidosis, Iowa type
324703	ABetaL34V amyloidosis
324703	ABetaL34V amyloidosis
324535	Combined oxidative phosphorylation defect type 11
324364	Mixed sclerosing bone dystrophy with extra-skeletal manifestations
324353	Congenital achiasma
324290	Early-onset Lafora body disease
319519	Combined oxidative phosphorylation defect type 14
319524	Combined oxidative phosphorylation defect type 15
319640	Retinal macular dystrophy type 2
319635	Amyloidosis cutis dyschromia
319635	Amyloidosis cutis dyschromia
319678	Encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome
319667	Primary lymphoma of the conjunctiva
319276	Clear cell renal carcinoma
319314	Renal cell carcinoma associated with neuroblastoma
319319	Renal medullary carcinoma
319322	Mucinous tubular and spindle cell renal carcinoma
319325	Tubulocystic renal cell carcinoma
319287	Multilocular cystic clear cell renal cell neoplasm of low malignant potential
319308	MiT family translocation renal cell carcinoma
319480	Acute myeloid leukemia with CEBPA somatic mutations
319465	Inherited acute myeloid leukemia
319205	Bilateral massive adrenal hemorrhage
317428	Combined immunodeficiency due to ORAI1 deficiency
317430	Combined immunodeficiency due to STIM1 deficiency
317473	Pancytopenia due to IKZF1 mutations
317476	X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection and neoplasia
314970	Lymphocytic hypereosinophilic syndrome
314962	Secondary hypereosinophilic syndrome
314950	Primary hypereosinophilic syndrome
314918	Mild Canavan disease
314911	Severe Canavan disease
314689	Combined immunodeficiency due to STK4 deficiency
314684	Primary bone lymphoma
314684	Primary bone lymphoma
314822	Primary renal tubular acidosis
314889	Autosomal dominant proximal renal tubular acidosis
370097	Oculocutaneous albinism type 6
370091	Oculocutaneous albinism type 5
370396	Small cell carcinoma of the ovary
370026	Acute myeloid leukemia with t(8;16)(p11;p13) translocation
370088	Acute infantile liver failure-multisystemic involvement syndrome
370079	Proximal 16p11.2 microduplication syndrome
370943	Autism spectrum disorder-epilepsy-arthrogryposis syndrome
369929	Aldosterone-producing adenoma with seizures and neurological abnormalities
369942	CADDS
369939	Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome
369955	Methylmalonic acidemia with homocystinuria, type cblJ
369950	Intellectual disability-seizures-macrocephaly-obesity syndrome
369962	Methylmalonic acidemia with homocystinuria, type cblX
369837	Intellectual disability-seizures-hypotonia-ophthalmologic-skeletal anomalies syndrome
369852	Congenital neutropenia-myelofibrosis-nephromegaly syndrome
369891	Cardiac anomalies-developmental delay-facial dysmorphism syndrome
369894	Early infantile epileptic encephalopathy without suppression burst
369897	Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies
369913	Combined oxidative phosphorylation defect type 17
364063	Infantile epileptic-dyskinetic encephalopathy
364055	Severe early-childhood-onset retinal dystrophy
364039	Hydroa vacciniforme-like lymphoma
364043	ALK-positive large B-cell lymphoma
363999	Non-immune hydrops fetalis
363999	Non-immune hydrops fetalis
363999	Non-immune hydrops fetalis
363999	Non-immune hydrops fetalis
363999	Non-immune hydrops fetalis
363999	Non-immune hydrops fetalis
363999	Non-immune hydrops fetalis
363989	Familial benign flecked retina
363969	Autosomal recessive cerebral atrophy
363741	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome
363722	Alexander disease type II
363717	Alexander disease type I
363700	Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion
363686	Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome
364198	Bipartite talus
363412	Hypomyelination with brain stem and spinal cord involvement and leg spasticity
363424	Fatal multiple mitochondrial dysfunctions syndrome type 3
363400	Severe neurodegenerative syndrome with lipodystrophy
363540	Leukoencephalopathy with mild cerebellar ataxia and white matter edema
363549	Acute encephalopathy with biphasic seizures and late reduced diffusion
363558	New-onset refractory status epilepticus
363611	Intellectual disability-feeding difficulties-developmental delay-microcephaly syndrome
363504	Germ cell tumor of testis
363494	Non-seminomatous germ cell tumor of testis
363534	Mitochondrial DNA depletion syndrome, hepatocerebrorenal form
363528	Intellectual disability-strabismus syndrome
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363478	Paratesticular adenocarcinoma
363489	Sex cord-stromal tumor of testis
363483	Testicular teratoma
357175	Short ulna-dysmorphism-hypotonia-intellectual disability syndrome
357329	Cryptosporidiosis-chronic cholangitis-liver disease syndrome
356996	Intellectual disability-hypotonia-spasticity-sleep disorder syndrome
357043	Amyotrophic lateral sclerosis type 4
357034	Non-hereditary retinoblastoma
357027	Hereditary retinoblastoma
352654	Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome
352636	Phalangeal microgeodic syndrome
352649	Brain dopamine-serotonin vesicular transport disease
352596	Progressive myoclonic epilepsy with dystonia
352613	Male infertility due to NANOS1 mutation
352582	Familial infantile myoclonic epilepsy
352731	Oculocutaneous albinism type 1
352734	Minimal pigment oculocutaneous albinism type 1
352737	Temperature-sensitive oculocutaneous albinism type 1
352718	Progressive retinal dystrophy due to retinol transport defect
352723	Attenuated Chédiak-Higashi syndrome
353220	Familial primary localized cutaneous amyloidosis
353220	Familial primary localized cutaneous amyloidosis
353217	Epileptic encephalopathy with global cerebral demyelination
352763	Scleredema
352745	Oculocutaneous albinism type 7
352740	Ocular albinism with congenital sensorineural deafness
353356	Vasoproliferative tumor of retina
353344	Idiopathic macular telangiectasia type 1
353351	Idiopathic macular telangiectasia type 3
352328	MEGDEL syndrome
352490	Autism spectrum disorder due to AUTS2 deficiency
294931	Adactyly of hand
294935	Split hand or/and split foot malformation
294935	Split hand or/and split foot malformation
294016	Microcephaly-capillary malformation syndrome
294026	2q31.1 microduplication syndrome
293848	Frontotemporal dementia, right temporal atrophy variant
293843	3MC syndrome
293633	PYCR1-related De Barsy syndrome
295075	Ulnar hemimelia, unilateral
295073	Ulnar hemimelia, bilateral
295079	Tibial hemimelia, bilateral
295077	Tibial hemimelia, unilateral
295083	Fibular hemimelia, bilateral
295081	Fibular hemimelia, unilateral
295087	Congenital absence of upper arm and forearm with hand present, bilateral
295085	Congenital absence of upper arm and forearm with hand present, unilateral
295059	Amelia of lower limb, bilateral
295057	Amelia of lower limb, unilateral
295063	Humeral agenesis/hypoplasia, bilateral
295061	Humeral agenesis/hypoplasia, unilateral
295067	Femoral agenesis/hypoplasia, bilateral
295065	Femoral agenesis/hypoplasia, unilateral
295071	Radial hemimelia, bilateral
295069	Radial hemimelia, unilateral
295053	Amelia of upper limb, unilateral
295055	Amelia of upper limb, bilateral
295012	Syndactyly type 6
294996	Brachydactyly of fingers
294992	Split hand
294990	Congenital absence/hypoplasia of fingers excluding thumb
294977	Congenital absence of thigh and lower leg with foot present
294973	Humeral agenesis/hypoplasia
294975	Congenital absence of upper arm and forearm with hand present
294986	Apodia
294988	Congenital absence/hypoplasia of thumb
294981	Congenital absence of both lower leg and foot
294983	Acheiria
294969	Amelia of lower limb
294967	Amelia of upper limb
289891	Hypermethioninemia due to glycine N-methyltransferase deficiency
289902	3-methylglutaconic aciduria
289863	Atypical glycine encephalopathy
289916	Vitamin B12-unresponsive methylmalonic acidemia type mut0
289661	Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly
289857	Neonatal glycine encephalopathy
289860	Infantile glycine encephalopathy
289553	Dysmorphism-conductive hearing loss-heart defect syndrome
293355	Methylmalonic acidemia without homocystinuria
293375	Grayson-Wilbrandt corneal dystrophy
293381	Epithelial recurrent erosion dystrophy
293603	Congenital hereditary endothelial dystrophy type II
293621	X-linked endothelial corneal dystrophy
811	Shwachman-Diamond syndrome
293150	Familial clubfoot due to PITX1 point mutation
293144	Familial clubfoot due to 5q31 microdeletion
2688	Adult idiopathic neutropenia
284426	Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency
284435	Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency
284963	Marfan syndrome type 1
284979	Neonatal Marfan syndrome
284811	Syndromic oculocutaneous albinism
284818	Disorder of tyrosine metabolism
289362	Non-central nervous system-localized embryonal carcinoma
289365	Familial vesicoureteral reflux
289356	Primary non-gestational choriocarcinoma of ovary
289290	Hypermethioninemia encephalopathy due to adenosine kinase deficiency
289266	Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation
289307	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency
289504	Combined malonic and methylmalonic acidemia
289176	Autosomal recessive hypophosphatemic rickets
280921	Idiopathic panuveitis
280917	Idiopathic posterior uveitis
280633	Multiple congenital anomalies-hypotonia-seizures syndrome
280620	Progressive myoclonic epilepsy type 6
280663	Hermansky-Pudlak syndrome type 9
284169	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion
284388	Reversible cerebral vasoconstriction syndrome
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
284395	Well-differentiated fetal adenocarcinoma of the lung
282166	Inherited Creutzfeldt-Jakob disease
309848	Disorder of magnesium transport
309842	Disorder of iron metabolism and transport
309851	Disorder of manganese transport
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309813	Disorder of porphyrin and haem metabolism
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
309836	Disorder of mineral absorption and transport
314017	Idiopathic linear interstitial keratitis
313947	2q23.1 microduplication syndrome
313850	Infantile cerebellar-retinal degeneration
313838	Coats plus syndrome
313808	Hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia
314485	Young adult-onset distal hereditary motor neuropathy
314466	Atypical Meigs syndrome
314459	Pseudo-Meigs syndrome
314478	Ovarian fibrothecoma
314399	Autosomal dominant aplasia and myelodysplasia
314034	7p22.1 microduplication syndrome
306773	Hyperekplexia
306776	Sporadic hyperekplexia
308380	Methylcobalamin deficiency type cblDv1
308386	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type A
308393	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type B
308400	Sulfite oxidase deficiency due to molybdenum cofactor deficiency type C
308410	Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency
308425	Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency
308698	Glycogen storage disease due to glycogen branching enzyme deficiency, childhood neuromuscular form
308712	Glycogen storage disease due to glycogen branching enzyme deficiency, adult neuromuscular form
308670	Glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form
309115	Disorder of fatty acid oxidation and ketogenesis
308487	Generalized galactose epimerase deficiency
308473	Erythrocyte galactose epimerase deficiency
308451	Disorder of neutral amino acid transport
308442	Vitamin B12-responsive methylmalonic acidemia, type cblDv2
308655	Glycogen storage disease due to glycogen branching enzyme deficiency, fatal perinatal neuromuscular form
308638	Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form
308621	Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form
308552	Glycogen storage disease due to acid maltase deficiency, infantile onset
308520	Glycogen storage disease due to glycogen synthase deficiency
309246	GM2 gangliosidosis, AB variant
309252	Atypical Gaucher disease due to saposin C deficiency
309256	Metachromatic leukodystrophy, late infantile form
309337	Lysosomal glycogen storage disease
309297	Mucopolysaccharidosis type 4A
309133	Metabolic disease due to other fatty acid oxidation disorder
309130	Disorder of carnitine cycle and carnitine transport
309185	Tay-Sachs disease, B variant, juvenile form
309178	Tay-Sachs disease, B variant, infantile form
309239	Tay-Sachs disease, B1 variant
309192	Tay-Sachs disease, B variant, adult form
300547	Autosomal recessive infantile hypercalcemia
300564	Combined pulmonary fibrosis-emphysema syndrome
300496	Multiple congenital anomalies-hypotonia-seizures syndrome type 2
300849	Diffuse large B-cell lymphoma of the central nervous system
300869	Splenic diffuse red pulp small B-cell lymphoma
300895	ALK-positive anaplastic large cell lymphoma
300888	Diffuse large B-cell lymphoma with chronic inflammation
300605	Juvenile amyotrophic lateral sclerosis
306436	Congenital sucrase-isomaltase deficiency with starch intolerance
306462	Congenital sucrase-isomaltase deficiency without starch intolerance
306446	Congenital sucrase-isomaltase deficiency with minimal starch tolerance
306522	Familial primary hypomagnesemia with normocalcuria
306516	Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis
306474	Congenital sucrase-isomaltase deficiency with starch and lactose intolerance
306486	Congenital sucrase-isomaltase deficiency without sucrose intolerance
306661	Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome
306658	Familial normophosphatemic tumoral calcinosis
306597	X-linked Opitz G/BBB syndrome
306588	Autosomal dominant Opitz G/BBB syndrome
295091	Congenital absence of thigh and lower leg with foot present, bilateral
295089	Congenital absence of thigh and lower leg with foot present, unilateral
295095	Congenital absence of both forearm and hand, bilateral
295093	Congenital absence of both forearm and hand, unilateral
295099	Congenital absence of both lower leg and foot, bilateral
295097	Congenital absence of both lower leg and foot, unilateral
295107	Apodia, bilateral
295105	Apodia, unilateral
295112	Congenital absence/hypoplasia of thumb, bilateral
