relationship_name	orphanet_id	dise_name	dise_type	drugbank_id	drug_name
off-label use	95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	rare_genetic	DB00741	Hydrocortisone
indication	133	Chronic beryllium disease	not_genetic	DB00741	Hydrocortisone
off-label use	70587	Infant acute respiratory distress syndrome	not_genetic	DB00443	Betamethasone
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB00443	Betamethasone
indication	797	Sarcoidosis	not_genetic	DB00443	Betamethasone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB00443	Betamethasone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB00443	Betamethasone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB00443	Betamethasone
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00443	Betamethasone
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB00443	Betamethasone
indication	703	Bullous pemphigoid	not_genetic	DB00443	Betamethasone
off-label use	397	Giant cell arteritis	not_genetic	DB00443	Betamethasone
indication	325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00443	Betamethasone
indication	325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00443	Betamethasone
indication	315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	rare_genetic	DB00443	Betamethasone
indication	315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	rare_genetic	DB00443	Betamethasone
indication	90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	rare_genetic	DB00443	Betamethasone
indication	90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	rare_genetic	DB00443	Betamethasone
indication	90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	rare_genetic	DB00443	Betamethasone
indication	95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	rare_genetic	DB00443	Betamethasone
indication	133	Chronic beryllium disease	not_genetic	DB00443	Betamethasone
indication	963	Acromegaly	not_genetic	DB00443	Betamethasone
indication	2615	Nakajo-Nishimura syndrome	rare_genetic	DB00443	Betamethasone
indication	2833	Stiff skin syndrome	rare_genetic	DB00443	Betamethasone
indication	448372	X-linked acrogigantism due to Xq26 microduplication	rare_genetic	DB00443	Betamethasone
off-label use	70587	Infant acute respiratory distress syndrome	not_genetic	DB00620	Triamcinolone
indication	701	Alopecia universalis	rare_genetic	DB00620	Triamcinolone
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB00620	Triamcinolone
indication	797	Sarcoidosis	not_genetic	DB00620	Triamcinolone
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00620	Triamcinolone
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB00620	Triamcinolone
indication	703	Bullous pemphigoid	not_genetic	DB00620	Triamcinolone
indication	397	Giant cell arteritis	not_genetic	DB00620	Triamcinolone
indication	133	Chronic beryllium disease	not_genetic	DB00620	Triamcinolone
indication	1334	Chronic mucocutaneous candidiasis	rare_genetic	DB00620	Triamcinolone
off-label use	70587	Infant acute respiratory distress syndrome	not_genetic	DB00959	Methylprednisolone
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB00959	Methylprednisolone
indication	797	Sarcoidosis	not_genetic	DB00959	Methylprednisolone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB00959	Methylprednisolone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB00959	Methylprednisolone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB00959	Methylprednisolone
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00959	Methylprednisolone
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB00959	Methylprednisolone
indication	703	Bullous pemphigoid	not_genetic	DB00959	Methylprednisolone
off-label use	397	Giant cell arteritis	not_genetic	DB00959	Methylprednisolone
indication	325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00959	Methylprednisolone
indication	325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00959	Methylprednisolone
indication	315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	rare_genetic	DB00959	Methylprednisolone
indication	315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	rare_genetic	DB00959	Methylprednisolone
indication	90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	rare_genetic	DB00959	Methylprednisolone
indication	90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	rare_genetic	DB00959	Methylprednisolone
indication	90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	rare_genetic	DB00959	Methylprednisolone
indication	95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	rare_genetic	DB00959	Methylprednisolone
indication	133	Chronic beryllium disease	not_genetic	DB00959	Methylprednisolone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB00620	Triamcinolone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB00620	Triamcinolone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB00620	Triamcinolone
indication	325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00620	Triamcinolone
indication	325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00620	Triamcinolone
indication	315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	rare_genetic	DB00620	Triamcinolone
indication	315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	rare_genetic	DB00620	Triamcinolone
indication	90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	rare_genetic	DB00620	Triamcinolone
indication	90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	rare_genetic	DB00620	Triamcinolone
indication	90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	rare_genetic	DB00620	Triamcinolone
indication	95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	rare_genetic	DB00620	Triamcinolone
off-label use	70587	Infant acute respiratory distress syndrome	not_genetic	DB00860	Prednisolone
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB00860	Prednisolone
indication	2334	Autosomal dominant keratitis	rare_genetic	DB00860	Prednisolone
indication	797	Sarcoidosis	not_genetic	DB00860	Prednisolone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB00860	Prednisolone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB00860	Prednisolone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB00860	Prednisolone
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00860	Prednisolone
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB00860	Prednisolone
indication	703	Bullous pemphigoid	not_genetic	DB00860	Prednisolone
indication	397	Giant cell arteritis	not_genetic	DB00860	Prednisolone
indication	325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00860	Prednisolone
indication	325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB00860	Prednisolone
indication	315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	rare_genetic	DB00860	Prednisolone
indication	315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	rare_genetic	DB00860	Prednisolone
indication	90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	rare_genetic	DB00860	Prednisolone
indication	90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	rare_genetic	DB00860	Prednisolone
indication	90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	rare_genetic	DB00860	Prednisolone
indication	95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	rare_genetic	DB00860	Prednisolone
indication	36426	Stevens-Johnson syndrome	not_genetic	DB00860	Prednisolone
indication	133	Chronic beryllium disease	not_genetic	DB00860	Prednisolone
off-label use	70587	Infant acute respiratory distress syndrome	not_genetic	DB01380	Cortisone acetate
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB01380	Cortisone acetate
off-label use	227510	Multiple system atrophy, cerebellar type	not_genetic	DB01380	Cortisone acetate
off-label use	443236	Orthostatic intolerance due to NET deficiency	rare_genetic	DB01380	Cortisone acetate
indication	2334	Autosomal dominant keratitis	rare_genetic	DB01380	Cortisone acetate
indication	797	Sarcoidosis	not_genetic	DB01380	Cortisone acetate
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB01380	Cortisone acetate
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB01380	Cortisone acetate
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB01380	Cortisone acetate
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB01380	Cortisone acetate
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB01380	Cortisone acetate
indication	703	Bullous pemphigoid	not_genetic	DB01380	Cortisone acetate
off-label use	397	Giant cell arteritis	not_genetic	DB01380	Cortisone acetate
indication	325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB01380	Cortisone acetate
indication	325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	rare_genetic	DB01380	Cortisone acetate
indication	315311	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, simple virilizing form	rare_genetic	DB01380	Cortisone acetate
indication	315306	Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency, salt wasting form	rare_genetic	DB01380	Cortisone acetate
indication	90791	Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency	rare_genetic	DB01380	Cortisone acetate
indication	90793	Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	rare_genetic	DB01380	Cortisone acetate
indication	90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	rare_genetic	DB01380	Cortisone acetate
indication	95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	rare_genetic	DB01380	Cortisone acetate
indication	133	Chronic beryllium disease	not_genetic	DB01380	Cortisone acetate
off-label use	397	Giant cell arteritis	not_genetic	DB00620	Triamcinolone
off-label use	70587	Infant acute respiratory distress syndrome	not_genetic	DB01234	Dexamethasone
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB01234	Dexamethasone
indication	2334	Autosomal dominant keratitis	rare_genetic	DB01234	Dexamethasone
indication	797	Sarcoidosis	not_genetic	DB01234	Dexamethasone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB01234	Dexamethasone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB01234	Dexamethasone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB01234	Dexamethasone
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB01234	Dexamethasone
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB01234	Dexamethasone
indication	703	Bullous pemphigoid	not_genetic	DB01234	Dexamethasone
off-label use	397	Giant cell arteritis	not_genetic	DB01234	Dexamethasone
indication	133	Chronic beryllium disease	not_genetic	DB01234	Dexamethasone
indication	586	Cystic fibrosis	rare_genetic	DB00742	Mannitol
indication	163699	Alveolar soft-tissue sarcoma	not_genetic	DB05109	Trabectedin
indication	209916	Extraskeletal myxoid chondrosarcoma	not_genetic	DB05109	Trabectedin
indication	2030	Fibrosarcoma	not_genetic	DB05109	Trabectedin
indication	3273	Synovial sarcoma	not_genetic	DB05109	Trabectedin
indication	231108	Familial rhabdoid tumor	rare_genetic	DB05109	Trabectedin
indication	370334	Extraskeletal Ewing sarcoma	not_genetic	DB05109	Trabectedin
indication	31112	Dermatofibrosarcoma protuberans	rare_genetic	DB05109	Trabectedin
indication	55880	Chondrosarcoma	not_genetic	DB05109	Trabectedin
indication	79105	Myxofibrosarcoma	not_genetic	DB05109	Trabectedin
indication	99757	Embryonal rhabdomyosarcoma	not_genetic	DB05109	Trabectedin
indication	99756	Alveolar rhabdomyosarcoma	not_genetic	DB05109	Trabectedin
indication	99971	Well-differentiated liposarcoma	not_genetic	DB05109	Trabectedin
indication	99970	Dedifferentiated liposarcoma	not_genetic	DB05109	Trabectedin
indication	99967	Myxoid/round cell liposarcoma	not_genetic	DB05109	Trabectedin
indication	99966	Atypical teratoid rhabdoid tumor	not_genetic	DB05109	Trabectedin
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00608	Chloroquine
off-label use	443057	Sporadic porphyria cutanea tarda	rare_genetic	DB00608	Chloroquine
off-label use	443062	Familial porphyria cutanea tarda	rare_genetic	DB00608	Chloroquine
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB01611	Hydroxychloroquine
off-label use	443057	Sporadic porphyria cutanea tarda	rare_genetic	DB01611	Hydroxychloroquine
off-label use	443062	Familial porphyria cutanea tarda	rare_genetic	DB01611	Hydroxychloroquine
indication	963	Acromegaly	not_genetic	DB01013	Clobetasol propionate
indication	2615	Nakajo-Nishimura syndrome	rare_genetic	DB01013	Clobetasol propionate
indication	2833	Stiff skin syndrome	rare_genetic	DB01013	Clobetasol propionate
indication	448372	X-linked acrogigantism due to Xq26 microduplication	rare_genetic	DB01013	Clobetasol propionate
indication	178307	Reticulate acropigmentation of Kitamura	rare_genetic	DB00936	Salicylic acid
indication	280628	Familial progressive hyper- and hypopigmentation	rare_genetic	DB00936	Salicylic acid
indication	41	Dyschromatosis symmetrica hereditaria	rare_genetic	DB00936	Salicylic acid
indication	241	Dyschromatosis universalis	rare_genetic	DB00936	Salicylic acid
indication	79145	Dowling-Degos disease	rare_genetic	DB00936	Salicylic acid
indication	2615	Nakajo-Nishimura syndrome	rare_genetic	DB00936	Salicylic acid
indication	2833	Stiff skin syndrome	rare_genetic	DB00936	Salicylic acid
indication	1334	Chronic mucocutaneous candidiasis	rare_genetic	DB01188	Ciclopirox
off-label use	30	Hereditary orotic aciduria	rare_genetic	DB00437	Allopurinol
off-label use	46	Adenylosuccinate lyase deficiency	rare_genetic	DB00437	Allopurinol
off-label use	1675	Dihydropyrimidine dehydrogenase deficiency	rare_genetic	DB00437	Allopurinol
off-label use	976	Adenine phosphoribosyltransferase deficiency	rare_genetic	DB00437	Allopurinol
off-label use	1187	Lethal ataxia with deafness and optic atrophy	rare_genetic	DB00437	Allopurinol
off-label use	250977	AICA-ribosiduria	rare_genetic	DB00437	Allopurinol
off-label use	411536	Mild phosphoribosylpyrophosphate synthetase superactivity	rare_genetic	DB00437	Allopurinol
off-label use	411543	Severe phosphoribosylpyrophosphate synthetase superactivity	rare_genetic	DB00437	Allopurinol
off-label use	423479	X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome	rare_genetic	DB00437	Allopurinol
off-label use	65287	Beta-ureidopropionase deficiency	rare_genetic	DB00437	Allopurinol
off-label use	79233	Hypoxanthine guanine phosphoribosyltransferase partial deficiency	rare_genetic	DB00437	Allopurinol
off-label use	38874	Dihydropyrimidinuria	rare_genetic	DB00437	Allopurinol
off-label use	93602	Xanthinuria type II	rare_genetic	DB00437	Allopurinol
off-label use	93601	Xanthinuria type I	rare_genetic	DB00437	Allopurinol
indication	169808	Mild hemophilia A	rare_genetic	DB00035	Desmopressin
indication	169802	Severe hemophilia A	rare_genetic	DB00035	Desmopressin
indication	169805	Moderately severe hemophilia A	rare_genetic	DB00035	Desmopressin
indication	177926	Symptomatic form of hemophilia A in female carriers	rare_genetic	DB00035	Desmopressin
indication	166078	Von Willebrand disease type 1	rare_genetic	DB00035	Desmopressin
indication	166084	Von Willebrand disease type 2A	rare_genetic	DB00035	Desmopressin
indication	166090	Von Willebrand disease type 2M	rare_genetic	DB00035	Desmopressin
indication	166087	Von Willebrand disease type 2B	rare_genetic	DB00035	Desmopressin
indication	166093	Von Willebrand disease type 2N	rare_genetic	DB00035	Desmopressin
indication	166096	Von Willebrand disease type 3	rare_genetic	DB00035	Desmopressin
indication	552	MODY	rare_genetic	DB01120	Gliclazide
indication	552	MODY	rare_genetic	DB06203	Alogliptin
indication	552	MODY	rare_genetic	DB08907	Canagliflozin
indication	552	MODY	rare_genetic	DB06292	Dapagliflozin
indication	552	MODY	rare_genetic	DB04876	Vildagliptin
indication	552	MODY	rare_genetic	DB00222	Glimepiride
indication	552	MODY	rare_genetic	DB01132	Pioglitazone
indication	552	MODY	rare_genetic	DB00731	Nateglinide
indication	552	MODY	rare_genetic	DB08882	Linagliptin
indication	552	MODY	rare_genetic	DB00491	Miglitol
indication	552	MODY	rare_genetic	DB00839	Tolazamide
indication	552	MODY	rare_genetic	DB06335	Saxagliptin
indication	552	MODY	rare_genetic	DB00331	Metformin
indication	552	MODY	rare_genetic	DB00284	Acarbose
indication	552	MODY	rare_genetic	DB01261	Sitagliptin
indication	552	MODY	rare_genetic	DB01016	Glyburide
indication	552	MODY	rare_genetic	DB00912	Repaglinide
indication	552	MODY	rare_genetic	DB00672	Chlorpropamide
off-label use	30925	Hereditary central diabetes insipidus	rare_genetic	DB00672	Chlorpropamide
indication	552	MODY	rare_genetic	DB01067	Glipizide
indication	552	MODY	rare_genetic	DB01124	Tolbutamide
indication	552	MODY	rare_genetic	DB04878	Voglibose
indication	552	MODY	rare_genetic	DB01252	Mitiglinide
indication	552	MODY	rare_genetic	DB01289	Glisoxepide
indication	552	MODY	rare_genetic	DB01251	Gliquidone
indication	552	MODY	rare_genetic	DB01382	Glycodiazine
indication	171695	Parkinsonian-pyramidal syndrome	rare_genetic	DB01173	Orphenadrine
indication	2828	Young-onset Parkinson disease	rare_genetic	DB01173	Orphenadrine
indication	2379	Early-onset parkinsonism-intellectual disability syndrome	rare_genetic	DB01173	Orphenadrine
indication	363654	X-linked parkinsonism-spasticity syndrome	rare_genetic	DB01173	Orphenadrine
indication	411602	Hereditary late-onset Parkinson disease	rare_genetic	DB01173	Orphenadrine
indication	391411	Atypical juvenile parkinsonism	rare_genetic	DB01173	Orphenadrine
indication	171695	Parkinsonian-pyramidal syndrome	rare_genetic	DB01186	Pergolide
indication	2828	Young-onset Parkinson disease	rare_genetic	DB01186	Pergolide
indication	2379	Early-onset parkinsonism-intellectual disability syndrome	rare_genetic	DB01186	Pergolide
indication	363654	X-linked parkinsonism-spasticity syndrome	rare_genetic	DB01186	Pergolide
indication	411602	Hereditary late-onset Parkinson disease	rare_genetic	DB01186	Pergolide
indication	391411	Atypical juvenile parkinsonism	rare_genetic	DB01186	Pergolide
indication	171695	Parkinsonian-pyramidal syndrome	rare_genetic	DB00340	Metixene
indication	2828	Young-onset Parkinson disease	rare_genetic	DB00340	Metixene
indication	2379	Early-onset parkinsonism-intellectual disability syndrome	rare_genetic	DB00340	Metixene
indication	363654	X-linked parkinsonism-spasticity syndrome	rare_genetic	DB00340	Metixene
indication	411602	Hereditary late-onset Parkinson disease	rare_genetic	DB00340	Metixene
indication	391411	Atypical juvenile parkinsonism	rare_genetic	DB00340	Metixene
indication	648	Noonan syndrome	rare_genetic	DB01282	Carbetocin
indication	199	Cornelia de Lange syndrome	rare_genetic	DB01282	Carbetocin
indication	1465	Coffin-Siris syndrome	rare_genetic	DB01282	Carbetocin
indication	915	Aarskog-Scott syndrome	rare_genetic	DB01282	Carbetocin
indication	235	Dubowitz syndrome	rare_genetic	DB01282	Carbetocin
indication	816	Sjögren-Larsson syndrome	rare_genetic	DB01282	Carbetocin
indication	1422	Chondrodysplasia-disorder of sex development syndrome	rare_genetic	DB01282	Carbetocin
indication	177901	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1	rare_genetic	DB01282	Carbetocin
indication	177904	Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2	rare_genetic	DB01282	Carbetocin
indication	177907	Prader-Willi syndrome due to translocation	rare_genetic	DB01282	Carbetocin
indication	177910	Prader-Willi syndrome due to imprinting mutation	rare_genetic	DB01282	Carbetocin
indication	808	Seckel syndrome	rare_genetic	DB01282	Carbetocin
indication	140	Campomelic dysplasia	rare_genetic	DB01282	Carbetocin
indication	638	Neurofibromatosis-Noonan syndrome	rare_genetic	DB01282	Carbetocin
indication	500	Noonan syndrome with multiple lentigines	rare_genetic	DB01282	Carbetocin
indication	1263	Boomerang dysplasia	rare_genetic	DB01282	Carbetocin
indication	1466	COFS syndrome	rare_genetic	DB01282	Carbetocin
indication	1507	Autosomal recessive Robinow syndrome	rare_genetic	DB01282	Carbetocin
indication	1520	Craniofrontonasal dysplasia	rare_genetic	DB01282	Carbetocin
indication	2084	Glaucoma-ectopia-microspherophakia-stiff joints-short stature syndrome	rare_genetic	DB01282	Carbetocin
indication	2323	Sanjad-Sakati syndrome	rare_genetic	DB01282	Carbetocin
indication	2701	Noonan syndrome-like disorder with loose anagen hair	rare_genetic	DB01282	Carbetocin
indication	2554	Ear-patella-short stature syndrome	rare_genetic	DB01282	Carbetocin
indication	2576	MULIBREY nanism	rare_genetic	DB01282	Carbetocin
indication	2616	3M syndrome	rare_genetic	DB01282	Carbetocin
indication	2623	Geleophysic dysplasia	rare_genetic	DB01282	Carbetocin
indication	2632	Langer mesomelic dysplasia	rare_genetic	DB01282	Carbetocin
indication	2646	Parastremmatic dwarfism	rare_genetic	DB01282	Carbetocin
indication	2645	Osteoglophonic dwarfism	rare_genetic	DB01282	Carbetocin
indication	2658	Lenz-Majewski hyperostotic dwarfism	rare_genetic	DB01282	Carbetocin
indication	3021	RAPADILINO syndrome	rare_genetic	DB01282	Carbetocin
indication	3107	Autosomal dominant Robinow syndrome	rare_genetic	DB01282	Carbetocin
indication	3163	SHORT syndrome	rare_genetic	DB01282	Carbetocin
indication	818	Smith-Lemli-Opitz syndrome	rare_genetic	DB01282	Carbetocin
indication	220295	Xeroderma pigmentosum-Cockayne syndrome complex	rare_genetic	DB01282	Carbetocin
indication	231140	Silver-Russell syndrome due to an imprinting defect of 11p15	rare_genetic	DB01282	Carbetocin
indication	231144	Silver-Russell syndrome due to 11p15 microduplication	rare_genetic	DB01282	Carbetocin
indication	329228	Microcephalic primordial dwarfism due to ZNF335 deficiency	rare_genetic	DB01282	Carbetocin
indication	319675	Microcephalic primordial dwarfism, Dauber type	rare_genetic	DB01282	Carbetocin
indication	319671	Microcephalic primordial dwarfism, Alazami type	rare_genetic	DB01282	Carbetocin
indication	319182	Wiedemann-Steiner syndrome	rare_genetic	DB01282	Carbetocin
indication	314795	SHOX-related short stature	rare_genetic	DB01282	Carbetocin
indication	363972	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia	rare_genetic	DB01282	Carbetocin
indication	352712	Facial dysmorphism-immunodeficiency-livedo-short stature syndrome	rare_genetic	DB01282	Carbetocin
indication	314394	Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	rare_genetic	DB01282	Carbetocin
indication	2637	Microcephalic osteodysplastic primordial dwarfism type II	rare_genetic	DB01282	Carbetocin
indication	391677	Short stature-optic atrophy-Pelger-Huët anomaly syndrome	rare_genetic	DB01282	Carbetocin
indication	397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	rare_genetic	DB01282	Carbetocin
indication	397590	Silver-Russell syndrome due to a point mutation	rare_genetic	DB01282	Carbetocin
indication	398069	Prader-Willi syndrome due to point mutation	rare_genetic	DB01282	Carbetocin
indication	398079	Prader-Willi-like syndrome due to point mutation	rare_genetic	DB01282	Carbetocin
indication	436144	Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome	rare_genetic	DB01282	Carbetocin
indication	436182	Microcephalic primordial dwarfism-insulin resistance syndrome	rare_genetic	DB01282	Carbetocin
indication	77258	Trichorhinophalangeal syndrome type 1 and 3	rare_genetic	DB01282	Carbetocin
indication	93325	Autosomal dominant Kenny-Caffey syndrome	rare_genetic	DB01282	Carbetocin
indication	93324	Autosomal recessive Kenny-Caffey syndrome	rare_genetic	DB01282	Carbetocin
indication	85173	IMAGe syndrome	rare_genetic	DB01282	Carbetocin
indication	98754	Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	rare_genetic	DB01282	Carbetocin
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB06210	Eltrombopag
off-label use	223	Nephrogenic diabetes insipidus	rare_genetic	DB00328	Indomethacin
indication	3002	Immune thrombocytopenic purpura	not_genetic	DB00635	Prednisone
indication	797	Sarcoidosis	not_genetic	DB00635	Prednisone
indication	361	Familial glucocorticoid deficiency	rare_genetic	DB00635	Prednisone
indication	289548	Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency	rare_genetic	DB00635	Prednisone
indication	95702	Cytomegalic congenital adrenal hypoplasia	rare_genetic	DB00635	Prednisone
indication	93552	Pediatric systemic lupus erythematosus	not_genetic	DB00635	Prednisone
indication	853	Fetal and neonatal alloimmune thrombocytopenia	not_genetic	DB00635	Prednisone
indication	703	Bullous pemphigoid	not_genetic	DB00635	Prednisone
off-label use	397	Giant cell arteritis	not_genetic	DB00635	Prednisone
indication	133	Chronic beryllium disease	not_genetic	DB00635	Prednisone
off-label use	701	Alopecia universalis	rare_genetic	DB00553	Methoxsalen
off-label use	218	Darier disease	rare_genetic	DB00459	Acitretin
off-label use	1775	Dyskeratosis congenita	rare_genetic	DB00459	Acitretin
off-label use	189	Hidrotic ectodermal dysplasia	rare_genetic	DB00459	Acitretin
off-label use	1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	rare_genetic	DB00459	Acitretin
off-label use	1658	Absence of fingerprints-congenital milia syndrome	rare_genetic	DB00459	Acitretin
off-label use	1662	Restrictive dermopathy	rare_genetic	DB00459	Acitretin
off-label use	140966	Palmoplantar keratoderma, Nagashima type	rare_genetic	DB00459	Acitretin
off-label use	1807	Focal facial dermal dysplasia type III	rare_genetic	DB00459	Acitretin
off-label use	2092	Focal dermal hypoplasia	rare_genetic	DB00459	Acitretin
off-label use	2078	Geroderma osteodysplastica	rare_genetic	DB00459	Acitretin
off-label use	2340	Keratosis follicularis spinulosa decalvans	rare_genetic	DB00459	Acitretin
off-label use	2342	Haim-Munk syndrome	rare_genetic	DB00459	Acitretin
off-label use	2337	Non-epidermolytic palmoplantar keratoderma	rare_genetic	DB00459	Acitretin
off-label use	494	Keratoderma hereditarium mutilans	rare_genetic	DB00459	Acitretin
off-label use	247820	Ectodermal dysplasia-syndactyly syndrome	rare_genetic	DB00459	Acitretin
off-label use	2199	Epidermolytic palmoplantar keratoderma	rare_genetic	DB00459	Acitretin
off-label use	2202	Palmoplantar keratoderma-deafness syndrome	rare_genetic	DB00459	Acitretin
off-label use	2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	rare_genetic	DB00459	Acitretin
off-label use	678	Papillon-Lefèvre syndrome	rare_genetic	DB00459	Acitretin
off-label use	2505	Multiple benign circumferential skin creases on limbs	rare_genetic	DB00459	Acitretin
off-label use	2834	Wrinkly skin syndrome	rare_genetic	DB00459	Acitretin
off-label use	2907	Hereditary acrokeratotic poikiloderma, Weary type	rare_genetic	DB00459	Acitretin
off-label use	217335	RIN2 syndrome	rare_genetic	DB00459	Acitretin
off-label use	221016	Rothmund-Thomson syndrome type 2	rare_genetic	DB00459	Acitretin
off-label use	221043	Hereditary sclerosing poikiloderma with tendon and pulmonary involvement	rare_genetic	DB00459	Acitretin
off-label use	221145	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	rare_genetic	DB00459	Acitretin
