:ID,identifier:string,name:string,:LABEL
56889,56889,"TM9SF3",Gene
GO:0090594,GO:0090594,"inflammatory response to wounding",Biological Process
GO:0051495,GO:0051495,"positive regulation of cytoskeleton organization",Biological Process
105375809,105375809,"LOC105375809",Gene
3732,3732,"CD82",Gene
WP34_r72115,WP34_r72115,"Ovarian Infertility Genes",Pathway
GO:2000252,GO:2000252,"negative regulation of feeding behavior",Biological Process
C0236993,C0236993,"Other sleep disturbances",Side Effect
80243,80243,"PREX2",Gene
GO:0009153,GO:0009153,"purine deoxyribonucleotide biosynthetic process",Biological Process
245927,245927,"DEFB113",Gene
255738,255738,"PCSK9",Gene
1841,1841,"DTYMK",Gene
9540,9540,"TP53I3",Gene
GO:0014848,GO:0014848,"urinary tract smooth muscle contraction",Biological Process
79852,79852,"EPHX3",Gene
100505741,100505741,"SPATA1",Gene
55332,55332,"DRAM1",Gene
9185,9185,"REPS2",Gene
6170,6170,"RPL39",Gene
23780,23780,"APOL2",Gene
163131,163131,"ZNF780B",Gene
GO:0046696,GO:0046696,"lipopolysaccharide receptor complex",Cellular Component
59352,59352,"LGR6",Gene
84217,84217,"ZMYND12",Gene
C3665818,C3665818,"Medication residue present",Side Effect
GO:0032431,GO:0032431,"activation of phospholipase A2 activity",Biological Process
GO:2000398,GO:2000398,"regulation of thymocyte aggregation",Biological Process
GO:0048701,GO:0048701,"embryonic cranial skeleton morphogenesis",Biological Process
GO:0016035,GO:0016035,"zeta DNA polymerase complex",Cellular Component
GO:0061591,GO:0061591,"calcium activated galactosylceramide scrambling",Biological Process
C0267033,C0267033,"Lip ulceration",Side Effect
GO:0070724,GO:0070724,"BMP receptor complex",Cellular Component
378950,378950,"RBMY1E",Gene
C0854697,C0854697,"Dermatitis flare-up",Side Effect
3280,3280,"HES1",Gene
283578,283578,"TMED8",Gene
GO:0046625,GO:0046625,"sphingolipid binding",Molecular Function
255798,255798,"SMCO1",Gene
1357,1357,"CPA1",Gene
11136,11136,"SLC7A9",Gene
348013,348013,"TMEM255B",Gene
PC7_2096,PC7_2096,"Binding and entry of HIV virion",Pathway
341032,341032,"C11orf53",Gene
GO:2001204,GO:2001204,"regulation of osteoclast development",Biological Process
GO:0042626,GO:0042626,"ATPase activity, coupled to transmembrane movement of substances",Molecular Function
C0856137,C0856137,"Uterine fibroids aggravated",Side Effect
7766,7766,"ZNF223",Gene
N0000175833,N0000175833,"Acidifying Activity",Pharmacologic Class
C0239725,C0239725,"Genital pain",Side Effect
GO:0060071,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",Biological Process
C0239783,C0239783,"Groin pain",Side Effect
84277,84277,"DNAJC30",Gene
GO:0046511,GO:0046511,"sphinganine biosynthetic process",Biological Process
285533,285533,"RNF175",Gene
GO:1903902,GO:1903902,"positive regulation of viral life cycle",Biological Process
5018,5018,"OXA1L",Gene
83886,83886,"PRSS27",Gene
C0029928,C0029928,"Ovarian disorder",Side Effect
GO:0050966,GO:0050966,"detection of mechanical stimulus involved in sensory perception of pain",Biological Process
C0030312,C0030312,"Pancytopenia",Side Effect
56106,56106,"PCDHGA10",Gene
2125,2125,"EVPL",Gene
29883,29883,"CNOT7",Gene
124274,124274,"GPR139",Gene
2953,2953,"GSTT2",Gene
GO:1903650,GO:1903650,"negative regulation of cytoplasmic transport",Biological Process
GO:0016286,GO:0016286,"small conductance calcium-activated potassium channel activity",Molecular Function
GO:0043034,GO:0043034,"costamere",Cellular Component
34,34,"ACADM",Gene
9849,9849,"ZNF518A",Gene
PC7_3664,PC7_3664,"Endogenous sterols",Pathway
9847,9847,"C2CD5",Gene
7805,7805,"LAPTM5",Gene
C0162810,C0162810,"Hypertrophic scar",Side Effect
7314,7314,"UBB",Gene
C0034069,C0034069,"Pulmonary fibrosis",Side Effect
GO:1990666,GO:1990666,"PCSK9-LDLR complex",Cellular Component
GO:0004611,GO:0004611,"phosphoenolpyruvate carboxykinase activity",Molecular Function
C0233481,C0233481,"Worry",Side Effect
57549,57549,"IGSF9",Gene
5032,5032,"P2RY11",Gene
C1535975,C1535975,"Pelvic discomfort",Side Effect
55654,55654,"TMEM127",Gene
196541,196541,"METTL21C",Gene
C0024291,C0024291,"Hemophagocytic lymphohistiocytosis",Side Effect
GO:0002254,GO:0002254,"kinin cascade",Biological Process
GO:0048729,GO:0048729,"tissue morphogenesis",Biological Process
GO:0072334,GO:0072334,"UDP-galactose transmembrane transport",Biological Process
55171,55171,"TBCCD1",Gene
PC7_2651,PC7_2651,"Cobalamin (Cbl, vitamin B12) transport and metabolism",Pathway
80032,80032,"ZNF556",Gene
C1142175,C1142175,"Shunt thrombosis",Side Effect
GO:0098651,GO:0098651,"basement membrane collagen trimer",Cellular Component
1662,1662,"DDX10",Gene
9397,9397,"NMT2",Gene
79581,79581,"SLC52A2",Gene
PC7_1858,PC7_1858,"Autodegradation of Cdh1 by Cdh1:APC/C",Pathway
GO:0051056,GO:0051056,"regulation of small GTPase mediated signal transduction",Biological Process
100130372,100130372,"LOC100130372",Gene
C0859978,C0859978,"Amylase decreased",Side Effect
GO:0045454,GO:0045454,"cell redox homeostasis",Biological Process
C1167779,C1167779,"Neutropenic infection",Side Effect
DOID:8778,DOID:8778,"Crohn's disease",Disease
399967,399967,"PATE2",Gene
GO:1903412,GO:1903412,"response to bile acid",Biological Process
105370849,105370849,"LOC105370849",Gene
128308,128308,"MRPL55",Gene
123169,123169,"LEO1",Gene
PC7_2440,PC7_2440,"Calcineurin-regulated NFAT-dependent transcription in lymphocytes",Pathway
57609,57609,"DIP2B",Gene
84518,84518,"CNFN",Gene
92285,92285,"ZNF585B",Gene
4580,4580,"MTX1",Gene
GO:0010942,GO:0010942,"positive regulation of cell death",Biological Process
283726,283726,"SAXO2",Gene
PC7_8720,PC7_8720,"Vitamin B1 (thiamin) metabolism",Pathway
GO:0090132,GO:0090132,"epithelium migration",Biological Process
C1258215,C1258215,"Ileus",Side Effect
GO:0019842,GO:0019842,"vitamin binding",Molecular Function
C0235774,C0235774,"Somnolence neonatal",Side Effect
N0000000109,N0000000109,"Serotonin Uptake Inhibitors",Pharmacologic Class
DB01422,DB01422,"Nitroxoline",Compound
DB00583,DB00583,"L-Carnitine",Compound
54751,54751,"FBLIM1",Gene
220979,220979,"C10orf25",Gene
DB00127,DB00127,"Spermine",Compound
GO:0048521,GO:0048521,"negative regulation of behavior",Biological Process
10993,10993,"SDS",Gene
79641,79641,"ROGDI",Gene
GO:0071280,GO:0071280,"cellular response to copper ion",Biological Process
GO:1904426,GO:1904426,"positive regulation of GTP binding",Biological Process
9066,9066,"SYT7",Gene
GO:1904908,GO:1904908,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric",Biological Process
GO:0046600,GO:0046600,"negative regulation of centriole replication",Biological Process
GO:0014003,GO:0014003,"oligodendrocyte development",Biological Process
C0016436,C0016436,"Folliculitis",Side Effect
DB01191,DB01191,"Dexfenfluramine",Compound
C0233767,C0233767,"Hallucination, tactile",Side Effect
105370941,105370941,"LOC105370941",Gene
6535,6535,"SLC6A8",Gene
23569,23569,"PADI4",Gene
C0221742,C0221742,"Serum sickness-like reaction",Side Effect
GO:0051020,GO:0051020,"GTPase binding",Molecular Function
84066,84066,"TEX35",Gene
GO:1902099,GO:1902099,"regulation of metaphase/anaphase transition of cell cycle",Biological Process
C0233417,C0233417,"Poor concentration",Side Effect
GO:0070735,GO:0070735,"protein-glycine ligase activity",Molecular Function
5664,5664,"PSEN2",Gene
GO:0032021,GO:0032021,"NELF complex",Cellular Component
23178,23178,"PASK",Gene
GO:0004998,GO:0004998,"transferrin receptor activity",Molecular Function
DB08982,DB08982,"Etozoline",Compound
C0026272,C0026272,"Mixed connective tissue disease",Side Effect
GO:0051385,GO:0051385,"response to mineralocorticoid",Biological Process
C0014118,C0014118,"Endocarditis",Side Effect
283431,283431,"GAS2L3",Gene
GO:0010465,GO:0010465,"nerve growth factor receptor activity",Molecular Function
DB00891,DB00891,"Sulfapyridine",Compound
GO:0002005,GO:0002005,"angiotensin catabolic process in blood",Biological Process
55835,55835,"CENPJ",Gene
GO:1902338,GO:1902338,"negative regulation of apoptotic process involved in morphogenesis",Biological Process
11021,11021,"RAB35",Gene
PC7_6072,PC7_6072,"Oxidative Stress Induced Senescence",Pathway
220136,220136,"CFAP53",Gene
GO:0045617,GO:0045617,"negative regulation of keratinocyte differentiation",Biological Process
C0019825,C0019825,"Hoarseness",Side Effect
8614,8614,"STC2",Gene
DB00761,DB00761,"Potassium Chloride",Compound
UBERON:0001013,UBERON:0001013,"adipose tissue",Anatomy
PC7_2582,PC7_2582,"Circadian Clock",Pathway
PC7_1867,PC7_1867,"Axonal growth inhibition (RHOA activation)",Pathway
GO:0030811,GO:0030811,"regulation of nucleotide catabolic process",Biological Process
GO:0007386,GO:0007386,"compartment pattern specification",Biological Process
GO:0071933,GO:0071933,"Arp2/3 complex binding",Molecular Function
C0475765,C0475765,"Nasal oedema",Side Effect
8131,8131,"NPRL3",Gene
51018,51018,"RRP15",Gene
101928638,101928638,"PRR31",Gene
128553,128553,"TSHZ2",Gene
5244,5244,"ABCB4",Gene
GO:0070666,GO:0070666,"regulation of mast cell proliferation",Biological Process
GO:0014724,GO:0014724,"regulation of twitch skeletal muscle contraction",Biological Process
N0000171207,N0000171207,"Porphyrinogens",Pharmacologic Class
C0270276,C0270276,"Grey syndrome neonatal",Side Effect
GO:2000591,GO:2000591,"positive regulation of metanephric mesenchymal cell migration",Biological Process
4761,4761,"NEUROD2",Gene
GO:0009946,GO:0009946,"proximal/distal axis specification",Biological Process
GO:0010976,GO:0010976,"positive regulation of neuron projection development",Biological Process
GO:0048661,GO:0048661,"positive regulation of smooth muscle cell proliferation",Biological Process
65258,65258,"MPPE1",Gene
C0020502,C0020502,"Hyperparathyroidism",Side Effect
GO:0015321,GO:0015321,"sodium-dependent phosphate transmembrane transporter activity",Molecular Function
GO:0006526,GO:0006526,"arginine biosynthetic process",Biological Process
GO:0060056,GO:0060056,"mammary gland involution",Biological Process
GO:0043314,GO:0043314,"negative regulation of neutrophil degranulation",Biological Process
10569,10569,"SLU7",Gene
C0001175,C0001175,"Acquired immunodeficiency syndrome",Side Effect
55024,55024,"BANK1",Gene
100996442,100996442,"LOC100996442",Gene
100131608,100131608,"PRR23D1",Gene
10210,10210,"TOPORS",Gene
390502,390502,"SERPINA2",Gene
C0038012,C0038012,"Spondylitis",Side Effect
GO:0000990,GO:0000990,"transcription factor activity, core RNA polymerase binding",Molecular Function
GO:0050961,GO:0050961,"detection of temperature stimulus involved in sensory perception",Biological Process
GO:0030369,GO:0030369,"ICAM-3 receptor activity",Molecular Function
C0854954,C0854954,"Ovarian germ cell teratoma benign",Side Effect
C0151826,C0151826,"Retrosternal pain",Side Effect
GO:0043551,GO:0043551,"regulation of phosphatidylinositol 3-kinase activity",Biological Process
GO:0036473,GO:0036473,"cell death in response to oxidative stress",Biological Process
259173,259173,"ALS2CL",Gene
6840,6840,"SVIL",Gene
57462,57462,"KIAA1161",Gene
102724877,102724877,"LOC102724877",Gene
GO:0021679,GO:0021679,"cerebellar molecular layer development",Biological Process
GO:0009264,GO:0009264,"deoxyribonucleotide catabolic process",Biological Process
GO:2000520,GO:2000520,"regulation of immunological synapse formation",Biological Process
GO:0032447,GO:0032447,"protein urmylation",Biological Process
56979,56979,"PRDM9",Gene
GO:0032934,GO:0032934,"sterol binding",Molecular Function
GO:0072275,GO:0072275,"metanephric glomerulus morphogenesis",Biological Process
GO:2001206,GO:2001206,"positive regulation of osteoclast development",Biological Process
GO:0060050,GO:0060050,"positive regulation of protein glycosylation",Biological Process
GO:0046856,GO:0046856,"phosphatidylinositol dephosphorylation",Biological Process
84504,84504,"NKX6-2",Gene
C0007302,C0007302,"Chondropathy",Side Effect
55052,55052,"MRPL20",Gene
C3160770,C3160770,"Minor bleed",Side Effect
79917,79917,"MAGIX",Gene
GO:0009186,GO:0009186,"deoxyribonucleoside diphosphate metabolic process",Biological Process
C0154841,C0154841,"Central retinal vein occlusion",Side Effect
2027,2027,"ENO3",Gene
9278,9278,"ZBTB22",Gene
2169,2169,"FABP2",Gene
GO:0031116,GO:0031116,"positive regulation of microtubule polymerization",Biological Process
GO:0016573,GO:0016573,"histone acetylation",Biological Process
GO:0033570,GO:0033570,"transferrin transmembrane transporter activity",Molecular Function
C1535948,C1535948,"Retinal aneurysm",Side Effect
8795,8795,"TNFRSF10B",Gene
147694,147694,"ZNF548",Gene
GO:0090313,GO:0090313,"regulation of protein targeting to membrane",Biological Process
85302,85302,"FBF1",Gene
6388,6388,"SDF2",Gene
C0852909,C0852909,"Blood bicarbonate decreased",Side Effect
GO:0042373,GO:0042373,"vitamin K metabolic process",Biological Process
101927763,101927763,"LOC101927763",Gene
5696,5696,"PSMB8",Gene
C0877127,C0877127,"Application site papules",Side Effect
57135,57135,"DAZ4",Gene
64866,64866,"CDCP1",Gene
140687,140687,"GCNT7",Gene
3978,3978,"LIG1",Gene
GO:2000192,GO:2000192,"negative regulation of fatty acid transport",Biological Process
54600,54600,"UGT1A9",Gene
GO:0030173,GO:0030173,"integral component of Golgi membrane",Cellular Component
1063,1063,"CENPF",Gene
10874,10874,"NMU",Gene
GO:2000625,GO:2000625,"regulation of miRNA catabolic process",Biological Process
219865,219865,"OR8G5",Gene
C0272386,C0272386,"Tonsillar hypertrophy",Side Effect
C0740394,C0740394,"Hyperuricaemia",Side Effect
GO:0004356,GO:0004356,"glutamate-ammonia ligase activity",Molecular Function
576,576,"ADGRB2",Gene
342372,342372,"PKD1L3",Gene
GO:0098506,GO:0098506,"polynucleotide 3' dephosphorylation",Biological Process
GO:0032760,GO:0032760,"positive regulation of tumor necrosis factor production",Biological Process
51230,51230,"PHF20",Gene
GO:0070193,GO:0070193,"synaptonemal complex organization",Biological Process
339263,339263,"C17orf51",Gene
6448,6448,"SGSH",Gene
C0151512,C0151512,"Injection site atrophy",Side Effect
C0001824,C0001824,"Agranulocytosis",Side Effect
GO:2001166,GO:2001166,"regulation of histone H2B ubiquitination",Biological Process
DB06771,DB06771,"Besifloxacin",Compound
127254,127254,"ERICH3",Gene
23095,23095,"KIF1B",Gene
GO:0009150,GO:0009150,"purine ribonucleotide metabolic process",Biological Process
GO:2000124,GO:2000124,"regulation of endocannabinoid signaling pathway",Biological Process
56683,56683,"C21orf59",Gene
83464,83464,"APH1B",Gene
GO:0021888,GO:0021888,"hypothalamus gonadotrophin-releasing hormone neuron development",Biological Process
GO:0045945,GO:0045945,"positive regulation of transcription from RNA polymerase III promoter",Biological Process
GO:0016597,GO:0016597,"amino acid binding",Molecular Function
GO:0003840,GO:0003840,"gamma-glutamyltransferase activity",Molecular Function
81061,81061,"OR11H1",Gene
8744,8744,"TNFSF9",Gene
GO:0030553,GO:0030553,"cGMP binding",Molecular Function
GO:0046997,GO:0046997,"oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor",Molecular Function
10422,10422,"UBAC1",Gene
C0024121,C0024121,"Lung neoplasm",Side Effect
GO:0046654,GO:0046654,"tetrahydrofolate biosynthetic process",Biological Process
156,156,"ADRBK1",Gene
9939,9939,"RBM8A",Gene
DB00543,DB00543,"Amoxapine",Compound
26045,26045,"LRRTM2",Gene
60561,60561,"RINT1",Gene
GO:0061227,GO:0061227,"pattern specification involved in mesonephros development",Biological Process
C0014306,C0014306,"Enophthalmos",Side Effect
3645,3645,"INSRR",Gene
338324,338324,"S100A7A",Gene
5609,5609,"MAP2K7",Gene
84617,84617,"TUBB6",Gene
83594,83594,"NUDT12",Gene
1260,1260,"CNGA2",Gene
388559,388559,"ZNF888",Gene
4610,4610,"MYCL",Gene
GO:0097576,GO:0097576,"vacuole fusion",Biological Process
C0008733,C0008733,"Chylothorax",Side Effect
55744,55744,"COA1",Gene
GO:0010983,GO:0010983,"positive regulation of high-density lipoprotein particle clearance",Biological Process
C0856171,C0856171,"Coronary artery disease aggravated",Side Effect
2239,2239,"GPC4",Gene
GO:0016684,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",Molecular Function
GO:0016774,GO:0016774,"phosphotransferase activity, carboxyl group as acceptor",Molecular Function
219473,219473,"OR8K3",Gene
GO:0016997,GO:0016997,"alpha-sialidase activity",Molecular Function
GO:2001021,GO:2001021,"negative regulation of response to DNA damage stimulus",Biological Process
10095,10095,"ARPC1B",Gene
GO:0071680,GO:0071680,"response to indole-3-methanol",Biological Process
GO:0060263,GO:0060263,"regulation of respiratory burst",Biological Process
165545,165545,"DQX1",Gene
C0854372,C0854372,"Mastication disorder",Side Effect
C0852625,C0852625,"Injection site erythema",Side Effect
101928039,101928039,"LOC101928039",Gene
6693,6693,"SPN",Gene
C0235290,C0235290,"Taste bitter",Side Effect
UBERON:0001464,UBERON:0001464,"hip",Anatomy
GO:0016342,GO:0016342,"catenin complex",Cellular Component
GO:1902809,GO:1902809,"regulation of skeletal muscle fiber differentiation",Biological Process
DOID:219,DOID:219,"colon cancer",Disease
389643,389643,"NUGGC",Gene
4190,4190,"MDH1",Gene
DB00185,DB00185,"Cevimeline",Compound
729830,729830,"FAM160A1",Gene
90480,90480,"GADD45GIP1",Gene
C0743295,C0743295,"Drug screen positive",Side Effect
GO:0042577,GO:0042577,"lipid phosphatase activity",Molecular Function
GO:0016533,GO:0016533,"cyclin-dependent protein kinase 5 holoenzyme complex",Cellular Component
GO:0002715,GO:0002715,"regulation of natural killer cell mediated immunity",Biological Process
GO:0051733,GO:0051733,"polydeoxyribonucleotide kinase activity",Molecular Function
PC7_1851,PC7_1851,"Atypical NF-kappaB pathway",Pathway
PC7_8093,PC7_8093,"Tachykinin receptors bind tachykinins",Pathway
54457,54457,"TAF7L",Gene
203523,203523,"ZNF449",Gene
GO:0030213,GO:0030213,"hyaluronan biosynthetic process",Biological Process
PC7_3869,PC7_3869,"Factors involved in megakaryocyte development and platelet production",Pathway
114826,114826,"SMYD4",Gene
132884,132884,"EVC2",Gene
9643,9643,"MORF4L2",Gene
GO:0042470,GO:0042470,"melanosome",Cellular Component
GO:1902884,GO:1902884,"positive regulation of response to oxidative stress",Biological Process
C0679403,C0679403,"Vascular stenosis",Side Effect
GO:0070011,GO:0070011,"peptidase activity, acting on L-amino acid peptides",Molecular Function
9156,9156,"EXO1",Gene
26286,26286,"ARFGAP3",Gene
105371031,105371031,"LOC105371031",Gene
59341,59341,"TRPV4",Gene
GO:0071483,GO:0071483,"cellular response to blue light",Biological Process
PC7_4690,PC7_4690,"Import of palmitoyl-CoA into the mitochondrial matrix",Pathway
DB04898,DB04898,"Ximelagatran",Compound
84188,84188,"FAR1",Gene
DOID:1245,DOID:1245,"vulva cancer",Disease
5786,5786,"PTPRA",Gene
284004,284004,"HEXDC",Gene
3895,3895,"KTN1",Gene
GO:0009886,GO:0009886,"post-embryonic morphogenesis",Biological Process
GO:0051127,GO:0051127,"positive regulation of actin nucleation",Biological Process
GO:0032525,GO:0032525,"somite rostral/caudal axis specification",Biological Process
1360,1360,"CPB1",Gene
C1096106,C1096106,"Wound complication",Side Effect
C0151734,C0151734,"Injection site inflammation",Side Effect
973,973,"CD79A",Gene
8192,8192,"CLPP",Gene
25834,25834,"MGAT4C",Gene
N0000175085,N0000175085,"Microtubule Inhibition",Pharmacologic Class
GO:0002125,GO:0002125,"maternal aggressive behavior",Biological Process
7869,7869,"SEMA3B",Gene
GO:0034498,GO:0034498,"early endosome to Golgi transport",Biological Process
58491,58491,"ZNF71",Gene
C0149925,C0149925,"Small cell lung cancer",Side Effect
84248,84248,"FYTTD1",Gene
WP1982_r79943,WP1982_r79943,"SREBP signalling",Pathway
10753,10753,"CAPN9",Gene
GO:0090317,GO:0090317,"negative regulation of intracellular protein transport",Biological Process
5334,5334,"PLCL1",Gene
C0853644,C0853644,"Eosinophil count abnormal",Side Effect
23456,23456,"ABCB10",Gene
GO:0034061,GO:0034061,"DNA polymerase activity",Molecular Function
83893,83893,"SPATA16",Gene
GO:0046501,GO:0046501,"protoporphyrinogen IX metabolic process",Biological Process
GO:0071257,GO:0071257,"cellular response to electrical stimulus",Biological Process
C0025209,C0025209,"Melanosis",Side Effect
GO:0002476,GO:0002476,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib",Biological Process
3443,3443,"IFNA6",Gene
C0267446,C0267446,"Acute gastroenteritis",Side Effect
56113,56113,"PCDHGA2",Gene
3052,3052,"HCCS",Gene
GO:0071397,GO:0071397,"cellular response to cholesterol",Biological Process
201780,201780,"SLC10A4",Gene
C0393847,C0393847,"Multifocal motor neuropathy",Side Effect
GO:2000850,GO:2000850,"negative regulation of glucocorticoid secretion",Biological Process
9,9,"NAT1",Gene
9820,9820,"CUL7",Gene
25894,25894,"PLEKHG4",Gene
C0029095,C0029095,"Opioid abuse",Side Effect
C1142011,C1142011,"Orchitis noninfective",Side Effect
7417,7417,"VDAC2",Gene
GO:0004918,GO:0004918,"interleukin-8 receptor activity",Molecular Function
C0015734,C0015734,"Faecalith",Side Effect
C0240925,C0240925,"Salivary gland swelling",Side Effect
10524,10524,"KAT5",Gene
GO:0033194,GO:0033194,"response to hydroperoxide",Biological Process
GO:0004668,GO:0004668,"protein-arginine deiminase activity",Molecular Function
259295,259295,"TAS2R20",Gene
5394,5394,"EXOSC10",Gene
23036,23036,"ZNF292",Gene
83998,83998,"REG4",Gene
57552,57552,"NCEH1",Gene
C0151560,C0151560,"Central nervous system stimulation",Side Effect
UBERON:0001485,UBERON:0001485,"knee joint",Anatomy
C0267516,C0267516,"Colon atonic",Side Effect
GO:0010713,GO:0010713,"negative regulation of collagen metabolic process",Biological Process
126328,126328,"NDUFA11",Gene
5007,5007,"OSBP",Gene
55629,55629,"PNRC2",Gene
6509,6509,"SLC1A4",Gene
GO:0015929,GO:0015929,"hexosaminidase activity",Molecular Function
55270,55270,"NUDT15",Gene
80007,80007,"C10orf88",Gene
C0235293,C0235293,"Taste peculiar",Side Effect
9368,9368,"SLC9A3R1",Gene
GO:0034393,GO:0034393,"positive regulation of smooth muscle cell apoptotic process",Biological Process
C1112489,C1112489,"Corneal irritation",Side Effect
C0577730,C0577730,"Family stress",Side Effect
GO:0050885,GO:0050885,"neuromuscular process controlling balance",Biological Process
C0859871,C0859871,"Stinging of nose",Side Effect
7477,7477,"WNT7B",Gene
DB00549,DB00549,"Zafirlukast",Compound
C2364164,C2364164,"Fluid imbalance",Side Effect
283417,283417,"DPY19L2",Gene
D009127,D009127,"Muscle Rigidity",Symptom
C0152149,C0152149,"Ovulation pain",Side Effect
102724135,102724135,"LOC102724135",Gene
C3267206,C3267206,"Chalky taste",Side Effect
C1290864,C1290864,"Abdominal disorder",Side Effect
GO:0002709,GO:0002709,"regulation of T cell mediated immunity",Biological Process
C0235848,C0235848,"Skin cold clammy",Side Effect
57708,57708,"MIER1",Gene
GO:0000028,GO:0000028,"ribosomal small subunit assembly",Biological Process
GO:1901558,GO:1901558,"response to metformin",Biological Process
4163,4163,"MCC",Gene
C2720436,C2720436,"Pleural fibrosis",Side Effect
GO:0042525,GO:0042525,"regulation of tyrosine phosphorylation of Stat6 protein",Biological Process
C0241442,C0241442,"Protrusion tongue",Side Effect
GO:1990391,GO:1990391,"DNA repair complex",Cellular Component
GO:0033540,GO:0033540,"fatty acid beta-oxidation using acyl-CoA oxidase",Biological Process
3684,3684,"ITGAM",Gene
64121,64121,"RRAGC",Gene
81603,81603,"TRIM8",Gene
GO:0004662,GO:0004662,"CAAX-protein geranylgeranyltransferase activity",Molecular Function
GO:0060293,GO:0060293,"germ plasm",Cellular Component
10964,10964,"IFI44L",Gene
150379,150379,"PNPLA5",Gene
PC7_7765,PC7_7765,"Synthesis of very long-chain fatty acyl-CoAs",Pathway
GO:0001780,GO:0001780,"neutrophil homeostasis",Biological Process
GO:0000103,GO:0000103,"sulfate assimilation",Biological Process
79740,79740,"ZBBX",Gene
GO:0031338,GO:0031338,"regulation of vesicle fusion",Biological Process
9073,9073,"CLDN8",Gene
6634,6634,"SNRPD3",Gene
GO:0002488,GO:0002488,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway",Biological Process
GO:0018026,GO:0018026,"peptidyl-lysine monomethylation",Biological Process
GO:0008603,GO:0008603,"cAMP-dependent protein kinase regulator activity",Molecular Function
GO:0015037,GO:0015037,"peptide disulfide oxidoreductase activity",Molecular Function
GO:0031618,GO:0031618,"nuclear pericentric heterochromatin",Cellular Component
5639,5639,"PRRG2",Gene
23185,23185,"LARP4B",Gene
7809,7809,"BSND",Gene
C0277919,C0277919,"Post thrombotic syndrome",Side Effect
GO:0048385,GO:0048385,"regulation of retinoic acid receptor signaling pathway",Biological Process
3232,3232,"HOXD3",Gene
152330,152330,"CNTN4",Gene
160065,160065,"PATE1",Gene
PC7_6887,PC7_6887,"Regulation of IGF Activity by IGFBP",Pathway
C0004610,C0004610,"Bacteraemia",Side Effect
11024,11024,"LILRA1",Gene
C0424024,C0424024,"Delusional perception",Side Effect
3107,3107,"HLA-C",Gene
PC7_6915,PC7_6915,"Regulation of ornithine decarboxylase (ODC)",Pathway
886,886,"CCKAR",Gene
GO:0046968,GO:0046968,"peptide antigen transport",Biological Process
C0267410,C0267410,"Mesenteric artery thrombosis",Side Effect
C0860987,C0860987,"Phosphate low",Side Effect
GO:1901090,GO:1901090,"regulation of protein tetramerization",Biological Process
GO:0002730,GO:0002730,"regulation of dendritic cell cytokine production",Biological Process
GO:0071866,GO:0071866,"negative regulation of apoptotic process in bone marrow",Biological Process
51025,51025,"PAM16",Gene
GO:1904823,GO:1904823,"purine nucleobase transmembrane transport",Biological Process
GO:1904048,GO:1904048,"regulation of spontaneous neurotransmitter secretion",Biological Process
5187,5187,"PER1",Gene
23341,23341,"DNAJC16",Gene
GO:0043323,GO:0043323,"positive regulation of natural killer cell degranulation",Biological Process
C0221155,C0221155,"Systolic hypertension",Side Effect
DB00686,DB00686,"Pentosan Polysulfate",Compound
PC7_6001,PC7_6001,"O-linked glycosylation of mucins",Pathway
PC7_4116,PC7_4116,"Generic Transcription Pathway",Pathway
D020181,D020181,"Sleep Apnea, Obstructive",Symptom
90,90,"ACVR1",Gene
267004,267004,"PGBD3",Gene
PC7_2076,PC7_2076,"Beta1 integrin cell surface interactions",Pathway
65265,65265,"C8orf33",Gene
GO:0032461,GO:0032461,"positive regulation of protein oligomerization",Biological Process
387778,387778,"SPDYC",Gene
C0022890,C0022890,"Labyrinthine disorder",Side Effect
10668,10668,"CGRRF1",Gene
3565,3565,"IL4",Gene
UBERON:0001855,UBERON:0001855,"cochlear duct of membranous labyrinth",Anatomy
360030,360030,"NANOGNB",Gene
123775,123775,"C16orf46",Gene
434,434,"ASIP",Gene
GO:0046645,GO:0046645,"positive regulation of gamma-delta T cell activation",Biological Process
113829,113829,"SLC35A4",Gene
7266,7266,"DNAJC7",Gene
GO:1904637,GO:1904637,"cellular response to ionomycin",Biological Process
C0015668,C0015668,"Fat necrosis",Side Effect
C0085583,C0085583,"Choreoathetosis",Side Effect
105371189,105371189,"LOC105371189",Gene
6815,6815,"STYX",Gene
22889,22889,"KIAA0907",Gene
GO:0039531,GO:0039531,"regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway",Biological Process
353324,353324,"SPATA12",Gene
7733,7733,"ZNF180",Gene
4920,4920,"ROR2",Gene
DB00972,DB00972,"Azelastine",Compound
GO:0008253,GO:0008253,"5'-nucleotidase activity",Molecular Function
DB01215,DB01215,"Estazolam",Compound
GO:0003199,GO:0003199,"endocardial cushion to mesenchymal transition involved in heart valve formation",Biological Process
C0032019,C0032019,"Pituitary tumour",Side Effect
N0000007672,N0000007672,"Polyenes",Pharmacologic Class
GO:0001764,GO:0001764,"neuron migration",Biological Process
1998,1998,"ELF2",Gene
9221,9221,"NOLC1",Gene
100507608,100507608,"KRTAP9-6",Gene
