hpo_id	xref	xtype
HP:0002370	UMLS:C0563243	UMLS
HP:0002371	UMLS:C0542223	UMLS
HP:0002372	UMLS:C1843146	UMLS
HP:0002373	MSH:D003294	MSH
HP:0002373	SNOMEDCT_US:41497008	SNOMEDCT_US
HP:0002373	UMLS:C0009952	UMLS
HP:0002374	UMLS:C4025710	UMLS
HP:0002375	MSH:D018476	MSH
HP:0002375	SNOMEDCT_US:255385008	SNOMEDCT_US
HP:0002375	SNOMEDCT_US:43994002	SNOMEDCT_US
HP:0002375	UMLS:C0086439	UMLS
HP:0002376	SNOMEDCT_US:609225004	SNOMEDCT_US
HP:0002376	UMLS:C1836550	UMLS
HP:0002376	UMLS:C1836830	UMLS
HP:0002376	UMLS:C1850493	UMLS
HP:0002376	UMLS:C1855009	UMLS
HP:0002376	UMLS:C1855019	UMLS
HP:0002376	UMLS:C1855996	UMLS
HP:0002376	UMLS:C1857121	UMLS
HP:0002376	UMLS:C1859678	UMLS
HP:0002378	UMLS:C0239842	UMLS
HP:0002380	MSH:D005207	MSH
HP:0002380	SNOMEDCT_US:82470000	SNOMEDCT_US
HP:0002380	UMLS:C0015644	UMLS
HP:0002381	MSH:D001037	MSH
HP:0002381	SNOMEDCT_US:87486003	SNOMEDCT_US
HP:0002381	UMLS:C0003537	UMLS
HP:0002383	MSH:D004660	MSH
HP:0002383	SNOMEDCT_US:45170000	SNOMEDCT_US
HP:0002383	UMLS:C0014038	UMLS
HP:0002384	SNOMEDCT_US:4103001	SNOMEDCT_US
HP:0002384	UMLS:C0149958	UMLS
HP:0002384	UMLS:C0270834	UMLS
HP:0002385	MSH:D020335	MSH
HP:0002385	SNOMEDCT_US:1845001	SNOMEDCT_US
HP:0002385	UMLS:C0221166	UMLS
HP:0002389	UMLS:C1840380	UMLS
HP:0002390	SNOMEDCT_US:261482004	SNOMEDCT_US
HP:0002390	UMLS:C0348023	UMLS
HP:0002392	UMLS:C4021757	UMLS
HP:0002395	UMLS:C1836696	UMLS
HP:0002396	MSH:D009127	MSH
HP:0002396	SNOMEDCT_US:55630000	SNOMEDCT_US
HP:0002396	UMLS:C0151564	UMLS
HP:0002398	UMLS:C1843505	UMLS
HP:0002401	UMLS:C1857287	UMLS
HP:0002403	SNOMEDCT_US:298310004	SNOMEDCT_US
HP:0002403	UMLS:C0240914	UMLS
HP:0002404	UMLS:C4021756	UMLS
HP:0002406	UMLS:C1854489	UMLS
HP:0002406	UMLS:C4280577	UMLS
HP:0002408	MSH:D002538	MSH
HP:0002408	SNOMEDCT_US:234142008	SNOMEDCT_US
HP:0002408	UMLS:C0917804	UMLS
HP:0002410	MSH:D006849	MSH
HP:0002410	UMLS:C2936786	UMLS
HP:0002411	MSH:D020385	MSH
HP:0002411	SNOMEDCT_US:27678003	SNOMEDCT_US
HP:0002411	UMLS:C0684219	UMLS
HP:0002414	MSH:D016135	MSH
HP:0002414	SNOMEDCT_US:67531005	SNOMEDCT_US
HP:0002414	UMLS:C0080178	UMLS
HP:0002415	SNOMEDCT_US:192781003	SNOMEDCT_US
HP:0002415	UMLS:C0023520	UMLS
HP:0002416	UMLS:C1833431	UMLS
HP:0002418	UMLS:C4021755	UMLS
HP:0002419	UMLS:C1865060	UMLS
HP:0002421	UMLS:C1836038	UMLS
HP:0002423	UMLS:C1865903	UMLS
HP:0002425	SNOMEDCT_US:48257004	SNOMEDCT_US
HP:0002425	UMLS:C0234517	UMLS
HP:0002427	MSH:D001039	MSH
HP:0002427	SNOMEDCT_US:229654003	SNOMEDCT_US
HP:0002427	SNOMEDCT_US:229665008	SNOMEDCT_US
HP:0002427	SNOMEDCT_US:328681008	SNOMEDCT_US
HP:0002427	UMLS:C0003550	UMLS
HP:0002427	UMLS:C0917814	UMLS
HP:0002435	MSH:D008588	MSH
HP:0002435	SNOMEDCT_US:171131006	SNOMEDCT_US
HP:0002435	UMLS:C0025299	UMLS
HP:0002436	SNOMEDCT_US:445468002	SNOMEDCT_US
HP:0002436	UMLS:C1848652	UMLS
HP:0002438	UMLS:C4025708	UMLS
HP:0002439	UMLS:C1836151	UMLS
HP:0002442	SNOMEDCT_US:47916000	SNOMEDCT_US
HP:0002442	UMLS:C1411876	UMLS
HP:0002442	UMLS:C4280576	UMLS
HP:0002444	MSH:C537158	MSH
HP:0002444	SNOMEDCT_US:237714006	SNOMEDCT_US
HP:0002444	UMLS:C0342418	UMLS
HP:0002445	MSH:D011782	MSH
HP:0002445	SNOMEDCT_US:11538006	SNOMEDCT_US
HP:0002445	UMLS:C0034372	UMLS
HP:0002446	MSH:D005911	MSH
HP:0002446	SNOMEDCT_US:81415000	SNOMEDCT_US
HP:0002446	UMLS:C3887640	UMLS
HP:0002448	UMLS:C1838578	UMLS
HP:0002448	UMLS:C4280575	UMLS
HP:0002450	UMLS:C4025707	UMLS
HP:0002451	MSH:D004421	MSH
HP:0002451	UMLS:C0751093	UMLS
HP:0002453	UMLS:C4025706	UMLS
HP:0002454	UMLS:C4025705	UMLS
HP:0002457	SNOMEDCT_US:271799000	SNOMEDCT_US
HP:0002457	UMLS:C0476217	UMLS
HP:0002459	MSH:D001342	MSH
HP:0002459	MSH:D054969	MSH
HP:0002459	SNOMEDCT_US:15241006	SNOMEDCT_US
HP:0002459	UMLS:C0013363	UMLS
HP:0002459	UMLS:C1145628	UMLS
HP:0002460	SNOMEDCT_US:249942005	SNOMEDCT_US
HP:0002460	UMLS:C0427065	UMLS
HP:0002460	UMLS:C1864696	UMLS
HP:0002461	UMLS:C1859273	UMLS
HP:0002463	MSH:D007806	MSH
HP:0002463	SNOMEDCT_US:62305002	SNOMEDCT_US
HP:0002463	UMLS:C0023015	UMLS
HP:0002464	MSH:D004401	MSH
HP:0002464	SNOMEDCT_US:229684006	SNOMEDCT_US
HP:0002464	UMLS:C0454596	UMLS
HP:0002465	UMLS:C1848207	UMLS
HP:0002465	UMLS:C4280574	UMLS
HP:0002470	UMLS:C1845029	UMLS
HP:0002472	UMLS:C1837503	UMLS
HP:0002474	SNOMEDCT_US:229734008	SNOMEDCT_US
HP:0002474	UMLS:C0454641	UMLS
HP:0002474	UMLS:C1847610	UMLS
HP:0002474	UMLS:C4280573	UMLS
HP:0002475	MSH:D008591	MSH
HP:0002475	SNOMEDCT_US:203994003	SNOMEDCT_US
HP:0002475	SNOMEDCT_US:414667000	SNOMEDCT_US
HP:0002475	UMLS:C0025312	UMLS
HP:0002476	UMLS:C1838319	UMLS
HP:0002478	UMLS:C1859736	UMLS
HP:0002480	MSH:D006501	MSH
HP:0002480	SNOMEDCT_US:13920009	SNOMEDCT_US
HP:0002480	SNOMEDCT_US:449902003	SNOMEDCT_US
HP:0002480	UMLS:C0019151	UMLS
HP:0002483	UMLS:C1856507	UMLS
HP:0002486	MSH:D009222	MSH
HP:0002486	SNOMEDCT_US:3434004	SNOMEDCT_US
HP:0002486	UMLS:C0027125	UMLS
HP:0002487	MSH:D006948	MSH
HP:0002487	MSH:D013035	MSH
HP:0002487	SNOMEDCT_US:44548000	SNOMEDCT_US
HP:0002487	SNOMEDCT_US:45352006	SNOMEDCT_US
HP:0002487	UMLS:C0037763	UMLS
HP:0002487	UMLS:C0424295	UMLS
HP:0002488	SNOMEDCT_US:24072005	SNOMEDCT_US
HP:0002488	SNOMEDCT_US:91855006	SNOMEDCT_US
HP:0002488	UMLS:C0085669	UMLS
HP:0002488	UMLS:C4280572	UMLS
HP:0002490	UMLS:C1167918	UMLS
HP:0002491	UMLS:C1853404	UMLS
HP:0002491	UMLS:C4280570	UMLS
HP:0002491	UMLS:C4280571	UMLS
HP:0002492	UMLS:C4020852	UMLS
HP:0002492	UMLS:C4025704	UMLS
HP:0002493	UMLS:C1504405	UMLS
HP:0002493	UMLS:C1839042	UMLS
HP:0002494	SNOMEDCT_US:69020003	SNOMEDCT_US
HP:0002494	UMLS:C0392188	UMLS
HP:0002495	SNOMEDCT_US:130980003	SNOMEDCT_US
HP:0002495	UMLS:C1295585	UMLS
HP:0002497	MSH:C564815	MSH
HP:0002497	UMLS:C1849156	UMLS
HP:0002500	MSH:D049292	MSH
HP:0002500	UMLS:C0948163	UMLS
HP:0002500	UMLS:C4020851	UMLS
HP:0002501	UMLS:C1853398	UMLS
HP:0002503	UMLS:C1866751	UMLS
HP:0002504	UMLS:C4025703	UMLS
HP:0002505	UMLS:C1836843	UMLS
HP:0002506	UMLS:C0598275	UMLS
HP:0002507	MSH:D016142	MSH
HP:0002507	SNOMEDCT_US:253138008	SNOMEDCT_US
HP:0002507	UMLS:C0751617	UMLS
HP:0002508	UMLS:C1855677	UMLS
HP:0002509	UMLS:C1838391	UMLS
HP:0002510	MSH:D011782	MSH
HP:0002510	SNOMEDCT_US:192965001	SNOMEDCT_US
HP:0002510	UMLS:C0426970	UMLS
HP:0002511	MSH:C536595	MSH
HP:0002511	MSH:D000544	MSH
HP:0002511	SNOMEDCT_US:230267005	SNOMEDCT_US
HP:0002511	SNOMEDCT_US:26929004	SNOMEDCT_US
HP:0002511	UMLS:C0002395	UMLS
HP:0002511	UMLS:C1863051	UMLS
HP:0002512	SNOMEDCT_US:25816005	SNOMEDCT_US
HP:0002512	SNOMEDCT_US:5582005	SNOMEDCT_US
HP:0002512	UMLS:C0270680	UMLS
HP:0002514	SNOMEDCT_US:17944005	SNOMEDCT_US
HP:0002514	UMLS:C0270685	UMLS
HP:0002515	MSH:D020233	MSH
HP:0002515	SNOMEDCT_US:271706000	SNOMEDCT_US
HP:0002515	UMLS:C0231712	UMLS
HP:0002516	MSH:D019586	MSH
HP:0002516	SNOMEDCT_US:271719001	SNOMEDCT_US
HP:0002516	UMLS:C0151740	UMLS
HP:0002518	UMLS:C2673431	UMLS
HP:0002519	MSH:D006212	MSH
HP:0002519	SNOMEDCT_US:44780000	SNOMEDCT_US
HP:0002519	UMLS:C0233773	UMLS
HP:0002521	MSH:D013036	MSH
HP:0002521	SNOMEDCT_US:28055006	SNOMEDCT_US
HP:0002521	UMLS:C0684276	UMLS
HP:0002522	UMLS:C1856694	UMLS
HP:0002524	MSH:D002385	MSH
HP:0002524	SNOMEDCT_US:46263000	SNOMEDCT_US
HP:0002524	UMLS:C0007384	UMLS
HP:0002526	UMLS:C4025702	UMLS
HP:0002527	SNOMEDCT_US:161898004	SNOMEDCT_US
HP:0002527	SNOMEDCT_US:1912002	SNOMEDCT_US
HP:0002527	UMLS:C0085639	UMLS
HP:0002528	SNOMEDCT_US:90506004	SNOMEDCT_US
HP:0002528	UMLS:C0333454	UMLS
HP:0002529	UMLS:C1850496	UMLS
HP:0002530	UMLS:C1836149	UMLS
HP:0002533	SNOMEDCT_US:43029002	SNOMEDCT_US
HP:0002533	UMLS:C0231471	UMLS
HP:0002536	UMLS:C1856019	UMLS
HP:0002538	UMLS:C4025701	UMLS
HP:0002539	MSH:D054220	MSH
HP:0002539	SNOMEDCT_US:253153000	SNOMEDCT_US
HP:0002539	UMLS:C0431380	UMLS
HP:0002540	SNOMEDCT_US:282145008	SNOMEDCT_US
HP:0002540	UMLS:C0560046	UMLS
HP:0002542	MSH:D009849	MSH
HP:0002542	SNOMEDCT_US:67761004	SNOMEDCT_US
HP:0002542	UMLS:C0028968	UMLS
HP:0002544	UMLS:C3887667	UMLS
HP:0002545	UMLS:C1857638	UMLS
HP:0002546	UMLS:C1838027	UMLS
HP:0002548	UMLS:C1846868	UMLS
HP:0002549	UMLS:C1847609	UMLS
HP:0002550	UMLS:C1848192	UMLS
HP:0002552	UMLS:C4020850	UMLS
HP:0002552	UMLS:C4025700	UMLS
HP:0002553	UMLS:C1868571	UMLS
HP:0002553	UMLS:C4020849	UMLS
HP:0002555	UMLS:C1859391	UMLS
HP:0002557	SNOMEDCT_US:268290005	SNOMEDCT_US
HP:0002557	UMLS:C0432355	UMLS
HP:0002558	MSH:C562557	MSH
HP:0002558	SNOMEDCT_US:50956007	SNOMEDCT_US
HP:0002558	UMLS:C0266011	UMLS
HP:0002561	SNOMEDCT_US:248820000	SNOMEDCT_US
HP:0002561	UMLS:C0425795	UMLS
HP:0002562	UMLS:C1836933	UMLS
HP:0002563	MSH:D010494	MSH
HP:0002563	SNOMEDCT_US:85598007	SNOMEDCT_US
HP:0002563	UMLS:C0031048	UMLS
HP:0002566	"MEDDRA:10064024 ""Intestinal malrotation"""	MEDDRA
HP:0002566	MSH:C562456	MSH
HP:0002566	SNOMEDCT_US:253789002	SNOMEDCT_US
HP:0002566	SNOMEDCT_US:29980002	SNOMEDCT_US
HP:0002566	SNOMEDCT_US:48641006	SNOMEDCT_US
HP:0002566	UMLS:C0221210	UMLS
HP:0002570	MSH:D045602	MSH
HP:0002570	SNOMEDCT_US:27868004	SNOMEDCT_US
HP:0002570	SNOMEDCT_US:66187002	SNOMEDCT_US
HP:0002570	UMLS:C0038238	UMLS
HP:0002571	"MEDDRA:10030136 ""Oesophageal achalasia"""	MEDDRA
HP:0002571	MSH:D004931	MSH
HP:0002571	SNOMEDCT_US:45564002	SNOMEDCT_US
HP:0002571	UMLS:C0014848	UMLS
HP:0002572	UMLS:C1838993	UMLS
HP:0002572	UMLS:C1857202	UMLS
HP:0002573	MSH:D006471	MSH
HP:0002573	SNOMEDCT_US:236068001	SNOMEDCT_US
HP:0002573	SNOMEDCT_US:405729008	SNOMEDCT_US
HP:0002573	UMLS:C0018932	UMLS
HP:0002574	UMLS:C0262527	UMLS
HP:0002574	UMLS:C3808022	UMLS
HP:0002575	"MEDDRA:10044310 ""Tracheo-oesophageal fistula"""	MEDDRA
HP:0002575	MSH:D014138	MSH
HP:0002575	SNOMEDCT_US:95435007	SNOMEDCT_US
HP:0002575	UMLS:C0040588	UMLS
HP:0002576	"MEDDRA:10022863 ""Intussusception"""	MEDDRA
HP:0002576	MSH:D007443	MSH
HP:0002576	SNOMEDCT_US:35327006	SNOMEDCT_US
HP:0002576	SNOMEDCT_US:49723003	SNOMEDCT_US
HP:0002576	UMLS:C0021933	UMLS
HP:0002577	UMLS:C4025699	UMLS
HP:0002578	MSH:D018589	MSH
HP:0002578	SNOMEDCT_US:196753007	SNOMEDCT_US
HP:0002578	SNOMEDCT_US:235675006	SNOMEDCT_US
HP:0002578	UMLS:C0152020	UMLS
HP:0002579	UMLS:C1836923	UMLS
HP:0002580	MSH:D045822	MSH
HP:0002580	SNOMEDCT_US:90738007	SNOMEDCT_US
HP:0002580	SNOMEDCT_US:9707006	SNOMEDCT_US
HP:0002580	UMLS:C0042961	UMLS
HP:0002582	MSH:D005757	MSH
HP:0002582	SNOMEDCT_US:84568007	SNOMEDCT_US
HP:0002582	UMLS:C0017154	UMLS
HP:0002583	MSH:D003092	MSH
HP:0002583	SNOMEDCT_US:64226004	SNOMEDCT_US
HP:0002583	UMLS:C0009319	UMLS
HP:0002584	SNOMEDCT_US:712510007	SNOMEDCT_US
HP:0002584	UMLS:C0267373	UMLS
HP:0002585	UMLS:C4025698	UMLS
HP:0002586	MSH:D010538	MSH
HP:0002586	SNOMEDCT_US:48661000	SNOMEDCT_US
HP:0002586	UMLS:C0031154	UMLS
HP:0002587	SNOMEDCT_US:8579004	SNOMEDCT_US
HP:0002587	UMLS:C0221151	UMLS
HP:0002588	"MEDDRA:10013836 ""Duodenal ulcer"""	MEDDRA
HP:0002588	MSH:D004381	MSH
HP:0002588	SNOMEDCT_US:367474008	SNOMEDCT_US
HP:0002588	SNOMEDCT_US:51868009	SNOMEDCT_US
HP:0002588	UMLS:C0013295	UMLS
HP:0002589	UMLS:C4025697	UMLS
HP:0002590	MSH:D007418	MSH
HP:0002590	SNOMEDCT_US:55525008	SNOMEDCT_US
HP:0002590	UMLS:C0030446	UMLS
HP:0002591	MSH:D006963	MSH
HP:0002591	SNOMEDCT_US:267023007	SNOMEDCT_US
HP:0002591	SNOMEDCT_US:58424009	SNOMEDCT_US
HP:0002591	SNOMEDCT_US:72405004	SNOMEDCT_US
HP:0002591	UMLS:C0020505	UMLS
HP:0002591	UMLS:C0232461	UMLS
HP:0002592	"MEDDRA:10017822 ""Gastric ulcer"""	MEDDRA
HP:0002592	MSH:D013276	MSH
HP:0002592	SNOMEDCT_US:397825006	SNOMEDCT_US
HP:0002592	UMLS:C0038358	UMLS
HP:0002593	MSH:D008201	MSH
HP:0002593	SNOMEDCT_US:197260007	SNOMEDCT_US
HP:0002593	UMLS:C0024215	UMLS
HP:0002594	SNOMEDCT_US:68591005	SNOMEDCT_US
HP:0002594	UMLS:C0266267	UMLS
HP:0002595	"MEDDRA:10021328 ""Ileus"""	MEDDRA
HP:0002595	MSH:D045823	MSH
HP:0002595	UMLS:C1258215	UMLS
HP:0002597	UMLS:C0241657	UMLS
HP:0002599	UMLS:C1608410	UMLS
HP:0002600	UMLS:C1834696	UMLS
HP:0002601	UMLS:C4025696	UMLS
HP:0002604	UMLS:C1619711	UMLS
HP:0002605	SNOMEDCT_US:87248009	SNOMEDCT_US
HP:0002605	UMLS:C0151798	UMLS
HP:0002607	MSH:D005242	MSH
HP:0002607	SNOMEDCT_US:72042002	SNOMEDCT_US
HP:0002607	UMLS:C0015732	UMLS
HP:0002608	MSH:D002446	MSH
HP:0002608	SNOMEDCT_US:396331005	SNOMEDCT_US
HP:0002608	UMLS:C0007570	UMLS
HP:0002611	UMLS:C0860204	UMLS
HP:0002612	MSH:C562378	MSH
HP:0002612	SNOMEDCT_US:79607001	SNOMEDCT_US
HP:0002612	UMLS:C0009714	UMLS
HP:0002613	MSH:D008105	MSH
HP:0002613	SNOMEDCT_US:1761006	SNOMEDCT_US
HP:0002613	SNOMEDCT_US:31712002	SNOMEDCT_US
HP:0002613	UMLS:C0008312	UMLS
HP:0002613	UMLS:C0023892	UMLS
HP:0002614	UMLS:C0546389	UMLS
HP:0002615	MSH:D007022	MSH
HP:0002615	SNOMEDCT_US:45007003	SNOMEDCT_US
HP:0002615	UMLS:C0020649	UMLS
HP:0002616	SNOMEDCT_US:251036003	SNOMEDCT_US
HP:0002616	UMLS:C0238669	UMLS
HP:0002617	MSH:D000783	MSH
HP:0002617	SNOMEDCT_US:432119003	SNOMEDCT_US
HP:0002617	SNOMEDCT_US:85659009	SNOMEDCT_US
HP:0002617	UMLS:C0002940	UMLS
HP:0002617	UMLS:C4020848	UMLS
HP:0002619	MSH:D014648	MSH
HP:0002619	SNOMEDCT_US:128060009	SNOMEDCT_US
HP:0002619	SNOMEDCT_US:12856003	SNOMEDCT_US
HP:0002619	SNOMEDCT_US:399989005	SNOMEDCT_US
HP:0002619	UMLS:C0042345	UMLS
HP:0002621	MSH:D050197	MSH
HP:0002621	SNOMEDCT_US:38716007	SNOMEDCT_US
HP:0002621	UMLS:C0004153	UMLS
HP:0002621	UMLS:C4280569	UMLS
HP:0002622	UMLS:C0012736	UMLS
HP:0002623	SNOMEDCT_US:63934006	SNOMEDCT_US
HP:0002623	UMLS:C0011818	UMLS
HP:0002623	UMLS:C0265886	UMLS
HP:0002624	UMLS:C0241665	UMLS
HP:0002625	MSH:D020246	MSH
HP:0002625	SNOMEDCT_US:128053003	SNOMEDCT_US
HP:0002625	UMLS:C0149871	UMLS
HP:0002626	UMLS:C1857692	UMLS
HP:0002627	UMLS:C4025695	UMLS
HP:0002629	UMLS:C0744321	UMLS
HP:0002630	SNOMEDCT_US:197494007	SNOMEDCT_US
HP:0002630	UMLS:C0554103	UMLS
HP:0002631	SNOMEDCT_US:425963007	SNOMEDCT_US
HP:0002631	UMLS:C0856747	UMLS
HP:0002632	UMLS:C1866500	UMLS
HP:0002633	MSH:D014657	MSH
HP:0002633	SNOMEDCT_US:31996006	SNOMEDCT_US
HP:0002633	UMLS:C0042384	UMLS
HP:0002634	MSH:D001161	MSH
HP:0002634	SNOMEDCT_US:107671003	SNOMEDCT_US
HP:0002634	SNOMEDCT_US:28960008	SNOMEDCT_US
HP:0002634	SNOMEDCT_US:72092001	SNOMEDCT_US
HP:0002634	UMLS:C0003850	UMLS
HP:0002634	UMLS:C4280568	UMLS
HP:0002635	MSH:D050197	MSH
HP:0002635	SNOMEDCT_US:38716007	SNOMEDCT_US
HP:0002635	UMLS:C0004153	UMLS
HP:0002636	UMLS:C4025694	UMLS
HP:0002637	MSH:D002545	MSH
HP:0002637	SNOMEDCT_US:287731003	SNOMEDCT_US
HP:0002637	SNOMEDCT_US:389100007	SNOMEDCT_US
HP:0002637	UMLS:C0007786	UMLS
HP:0002637	UMLS:C0917798	UMLS
HP:0002638	SNOMEDCT_US:2477008	SNOMEDCT_US
HP:0002638	UMLS:C1510431	UMLS
HP:0002639	MSH:D006502	MSH
HP:0002639	SNOMEDCT_US:82385007	SNOMEDCT_US
HP:0002639	UMLS:C0856761	UMLS
HP:0002640	UMLS:C4025693	UMLS
HP:0002641	UMLS:C1849749	UMLS
HP:0002642	UMLS:C1857693	UMLS
HP:0002643	UMLS:C0852283	UMLS
HP:0002644	UMLS:C4020847	UMLS
HP:0002645	SNOMEDCT_US:113194005	SNOMEDCT_US
HP:0002645	UMLS:C0222716	UMLS
HP:0002647	SNOMEDCT_US:308546005	SNOMEDCT_US
HP:0002647	UMLS:C0340643	UMLS
HP:0002648	UMLS:C4025692	UMLS
HP:0002648	UMLS:C4280260	UMLS
HP:0002650	MSH:D013121	MSH
HP:0002650	SNOMEDCT_US:111266001	SNOMEDCT_US
HP:0002650	SNOMEDCT_US:64217002	SNOMEDCT_US
HP:0002650	UMLS:C0037932	UMLS
HP:0002650	UMLS:C0700208	UMLS
HP:0002651	SNOMEDCT_US:254062008	SNOMEDCT_US
HP:0002651	UMLS:C0432211	UMLS
HP:0002652	MSH:D010009	MSH
HP:0002652	SNOMEDCT_US:105985007	SNOMEDCT_US
HP:0002652	SNOMEDCT_US:240190009	SNOMEDCT_US
HP:0002652	UMLS:C0029422	UMLS
HP:0002652	UMLS:C4280567	UMLS
HP:0002653	SNOMEDCT_US:12584003	SNOMEDCT_US
HP:0002653	UMLS:C0151825	UMLS
HP:0002654	MSH:D010009	MSH
HP:0002654	SNOMEDCT_US:59708000	SNOMEDCT_US
HP:0002654	UMLS:C0026760	UMLS
HP:0002655	MSH:D010009	MSH
HP:0002655	UMLS:C0038015	UMLS
HP:0002656	SNOMEDCT_US:254080004	SNOMEDCT_US
HP:0002656	UMLS:C0392476	UMLS
HP:0002656	UMLS:C4280566	UMLS
HP:0002657	MSH:C537501	MSH
HP:0002657	SNOMEDCT_US:702350003	SNOMEDCT_US
HP:0002657	UMLS:C0700635	UMLS
HP:0002659	UMLS:C1390474	UMLS
HP:0002661	UMLS:C1837602	UMLS
HP:0002663	UMLS:C1865200	UMLS
HP:0002663	UMLS:C4280565	UMLS
HP:0002664	MSH:D009369	MSH
HP:0002664	SNOMEDCT_US:108369006	SNOMEDCT_US
HP:0002664	SNOMEDCT_US:363346000	SNOMEDCT_US
HP:0002664	UMLS:C0006826	UMLS
HP:0002664	UMLS:C0027651	UMLS
HP:0002665	MSH:D008223	MSH
HP:0002665	SNOMEDCT_US:115244002	SNOMEDCT_US
HP:0002665	SNOMEDCT_US:118600007	SNOMEDCT_US
HP:0002665	SNOMEDCT_US:188676008	SNOMEDCT_US
HP:0002665	SNOMEDCT_US:21964009	SNOMEDCT_US
HP:0002665	UMLS:C0024299	UMLS
HP:0002666	MSH:D010673	MSH
HP:0002666	SNOMEDCT_US:302835009	SNOMEDCT_US
HP:0002666	SNOMEDCT_US:399343007	SNOMEDCT_US
HP:0002666	SNOMEDCT_US:85583005	SNOMEDCT_US
HP:0002666	UMLS:C0031511	UMLS
HP:0002667	MSH:D009396	MSH
HP:0002667	SNOMEDCT_US:25081006	SNOMEDCT_US
HP:0002667	SNOMEDCT_US:302849000	SNOMEDCT_US
HP:0002667	UMLS:C0027708	UMLS
HP:0002668	MSH:D010235	MSH
HP:0002668	SNOMEDCT_US:127027008	SNOMEDCT_US
HP:0002668	SNOMEDCT_US:253029009	SNOMEDCT_US
HP:0002668	SNOMEDCT_US:302833002	SNOMEDCT_US
HP:0002668	SNOMEDCT_US:72787006	SNOMEDCT_US
HP:0002668	SNOMEDCT_US:803009	SNOMEDCT_US
HP:0002668	UMLS:C0030421	UMLS
HP:0002669	MSH:D012516	MSH
HP:0002669	SNOMEDCT_US:21708004	SNOMEDCT_US
HP:0002669	SNOMEDCT_US:307576001	SNOMEDCT_US
HP:0002669	UMLS:C0029463	UMLS
HP:0002671	MSH:D002280	MSH
HP:0002671	SNOMEDCT_US:1338007	SNOMEDCT_US
HP:0002671	SNOMEDCT_US:254701007	SNOMEDCT_US
HP:0002671	SNOMEDCT_US:275265005	SNOMEDCT_US
HP:0002671	UMLS:C0007117	UMLS
HP:0002671	UMLS:C1862314	UMLS
HP:0002672	UMLS:C0151544	UMLS
HP:0002673	MSH:D060906	MSH
HP:0002673	SNOMEDCT_US:299236004	SNOMEDCT_US
HP:0002673	UMLS:C0239137	UMLS
HP:0002673	UMLS:C3549698	UMLS
HP:0002676	UMLS:C1860050	UMLS
HP:0002676	UMLS:C4280564	UMLS
HP:0002677	SNOMEDCT_US:444879009	SNOMEDCT_US
HP:0002677	UMLS:C1535953	UMLS
HP:0002677	UMLS:C1861217	UMLS
HP:0002677	UMLS:C4072838	UMLS
HP:0002678	SNOMEDCT_US:248372000	SNOMEDCT_US
HP:0002678	UMLS:C0424690	UMLS
HP:0002678	UMLS:C4280562	UMLS
HP:0002678	UMLS:C4280563	UMLS
HP:0002679	UMLS:C4021754	UMLS
HP:0002679	UMLS:C4072839	UMLS
HP:0002680	UMLS:C1854718	UMLS
HP:0002680	UMLS:C4072841	UMLS
HP:0002680	UMLS:C4072842	UMLS
HP:0002681	UMLS:C1846437	UMLS
HP:0002682	SNOMEDCT_US:248374004	SNOMEDCT_US
HP:0002682	UMLS:C0424693	UMLS
HP:0002683	UMLS:C4025691	UMLS
HP:0002683	UMLS:C4280561	UMLS
HP:0002684	UMLS:C1858452	UMLS
HP:0002684	UMLS:C4280560	UMLS
HP:0002686	UMLS:C4025690	UMLS
HP:0002687	UMLS:C4025689	UMLS
HP:0002688	UMLS:C1855669	UMLS
HP:0002688	UMLS:C4280559	UMLS
HP:0002689	UMLS:C1857131	UMLS
HP:0002689	UMLS:C3804986	UMLS
HP:0002689	UMLS:C4072844	UMLS
HP:0002690	UMLS:C1843677	UMLS
HP:0002690	UMLS:C4072845	UMLS
HP:0002690	UMLS:C4072846	UMLS
HP:0002691	MSH:D010985	MSH
HP:0002691	SNOMEDCT_US:86587003	SNOMEDCT_US
HP:0002691	UMLS:C0032209	UMLS
HP:0002692	UMLS:C1846438	UMLS
HP:0002692	UMLS:C4229090	UMLS
HP:0002692	UMLS:C4280268	UMLS
HP:0002692	UMLS:C4280557	UMLS
HP:0002692	UMLS:C4280558	UMLS
HP:0002693	UMLS:C4025688	UMLS
HP:0002694	UMLS:C1851714	UMLS
HP:0002694	UMLS:C4072847	UMLS
HP:0002694	UMLS:C4072848	UMLS
HP:0002695	UMLS:C1865045	UMLS
HP:0002696	UMLS:C4021834	UMLS
HP:0002697	SNOMEDCT_US:11240000	SNOMEDCT_US
HP:0002697	SNOMEDCT_US:29307005	SNOMEDCT_US
HP:0002697	UMLS:C0222706	UMLS
HP:0002697	UMLS:C4280556	UMLS
HP:0002699	UMLS:C4025687	UMLS
HP:0002700	UMLS:C1844508	UMLS
HP:0002700	UMLS:C4073291	UMLS
HP:0002700	UMLS:C4280554	UMLS
HP:0002700	UMLS:C4280555	UMLS
HP:0002703	UMLS:C4025686	UMLS
HP:0002703	UMLS:C4280550	UMLS
HP:0002703	UMLS:C4280551	UMLS
HP:0002703	UMLS:C4280552	UMLS
HP:0002703	UMLS:C4280553	UMLS
HP:0002705	UMLS:C1837404	UMLS
HP:0002707	UMLS:C1857699	UMLS
HP:0002707	UMLS:C4280267	UMLS
HP:0002708	UMLS:C1845108	UMLS
