id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
141799,1854,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
141800,1981,21002325,indication,Enterococcus Urinary Tract Infection,,,,
141801,1967,21001632,contraindication,Severe Cerebral Arteriosclerosis,,,,
141802,1967,21002335,indication,Complicated UTI with Pseudomonas Aeruginosa,,,,
141803,1967,21002547,indication,Bacteroides Postpartum Infection,,,,
141804,1968,21000707,contraindication,Hyperlipidemia,C0020473,Hyperlipidemia,T047,55822004
141805,1968,21000502,contraindication,Uterine leiomyoma,C0042133,Uterine leiomyoma,T191,95315005
141806,1968,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
141807,1968,21002900,indication,Postmenopausal osteoporosis,C0029458,Postmenopausal osteoporosis,T047,102447009
141808,1968,21000528,contraindication,Family history of malignant neoplasm of breast,C1261325,Family history of malignant neoplasm of breast,T033,429740004
141809,1968,21013846,contraindication,Hyperlipoproteinemia,C0020476,Hyperlipoproteinemia,T047,3744001
141810,1962,21002504,contraindication,Intermenstrual bleeding - irregular,C0025874,Intermenstrual bleeding - irregular,T046,64996003
141811,1922,21002112,contraindication,Stenosis of intestine,C0267465,Stenosis of intestine,T047,23065003
141812,1949,21002327,indication,Escherichia coli urinary tract infection,C0577708,Escherichia coli urinary tract infection,T047,301011002
141813,1952,21001465,indication,Angina Pectoris Prevention,,,,
141814,509,21000681,contraindication,Vitamin K deficiency,C0042880,Vitamin K deficiency,T047,52675005
141815,546,21002329,indication,Proteus urinary tract infection,C0577709,Proteus urinary tract infection,T047,301012009
141816,546,21002328,indication,Klebsiella cystitis,C0520775,Klebsiella cystitis,T047,60867007
141817,537,21001809,off-label use,Pneumonia due to Escherichia coli,C0276089,Pneumonia due to Escherichia coli,T047,51530003
141818,539,21001806,indication,Staphylococcal pneumonia,C0032308,Staphylococcal pneumonia,T047,22754005
141819,525,21001823,indication,Pneumonia,C0032285,Pneumonia,T047,233604007
141820,530,21001806,indication,Staphylococcal pneumonia,C0032308,Staphylococcal pneumonia,T047,22754005
141821,559,21002600,indication,Infection due to Escherichia coli,C0014836,Infection due to Escherichia coli,T047,71057007
141822,559,21004201,indication,E. Coli Gynecological Infections,,,,
141823,547,21002791,indication,Staphylococcus Aureus Joint Infection,,,,
141824,550,21002345,indication,Morganella Morganii Urinary Tract Infection,,,,
141825,550,21002602,indication,Rhinoscleroma,C0035468,Rhinoscleroma,T047,72409005
141826,563,21000867,contraindication,Blood coagulation disorder,C0005779,Blood coagulation disorder,T047,64779008
141827,571,21001385,indication,Infective otitis media,C0729586,Infective otitis media,T047,312218008
141828,571,21002364,indication,Prostatitis,C0033581,Prostatitis,T047,9713002
141829,1547,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000
141830,1549,21000742,contraindication,Metabolic acidosis,C0220981,Metabolic acidosis,T046,59455009
141831,1704,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008
141832,1714,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
141833,1714,21003454,indication,Contraception,C0700589,Contraception,T061,13197004
141834,1659,21013545,contraindication,Mammography abnormal,C0262365,Mammography abnormal,T033,168750009
141835,1665,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001
141836,1649,21003253,contraindication,Retention of urine,C0080274,Retention of urine,T033,267064002
141837,1649,21002067,contraindication,Pyloric obstruction,C1541124,Pyloric obstruction,T047,244815007
141838,1672,21000802,contraindication,Autoimmune disease,C0004364,Autoimmune disease,T047,85828009
141839,1711,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
141840,1709,21009234,off-label use,Pseudomonas Respiratory Tract Infection in Cystic Fibrosis,,,,
141841,1662,21003322,indication,Corneal abrasion,C0010032,Corneal abrasion,T037,85848002
141842,1606,21001005,contraindication,Substance abuse,C0740858,Substance abuse,T048,66214007
141843,1612,21013448,indication,Hypoalphalipoproteinemia,C0473527,Hypoalphalipoproteinemia,T033,190785000
141844,1585,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000
141845,1605,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009
141846,1613,21001182,contraindication,Pigmentary Retinopathy,,,,
141847,1641,21009669,off-label use,Angiostrongyliasis due to Angiostrongylus cantonensis,,,,
141848,34,21000740,contraindication,Lactic acidosis,C0001125,Lactic acidosis,T047,91273001
141849,56,21000594,contraindication,Diabetes mellitus type 2,C0011860,Diabetes mellitus type 2,T047,44054006
141850,74,21002805,indication,Rheumatoid arthritis,C0003873,Rheumatoid arthritis,T047,69896004
141851,102,21002572,indication,Postoperative infection,C0392618,Postoperative infection,T046,33910007
141852,136,21003063,off-label use,Insomnia,C0917801,Insomnia,T184,193462001
141853,138,21002379,contraindication,Balanitis,C0004690,Balanitis,T047,44882003
141854,156,21001629,contraindication,Cerebrovascular accident,C0038454,Cerebrovascular accident,T047,230690007
141855,132,21002319,contraindication,Urethral stricture,C0041974,Urethral stricture,T190,76618002
141856,115,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
141857,128,21001633,contraindication,Cerebral ischemia,C0917798,Cerebral ischemia,T047,287731003
141858,112,21002900,indication,Postmenopausal osteoporosis,C0029458,Postmenopausal osteoporosis,T047,102447009
141859,180,21000773,contraindication,Porphyria,C0032708,Porphyria,T047,418470004
141860,180,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
141861,184,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
141862,195,21001641,contraindication,Arteriosclerotic vascular disease,C0003850,Arteriosclerotic vascular disease,T047,72092001
141863,195,21001024,contraindication,Aggressive behavior,C0001807,Aggressive behavior,T048,61372001
141864,198,21004920,off-label use,Pharyngitis due to Haemophilus Parainfluenzae,,,,
141865,1962,21003292,contraindication,Liver function tests abnormal,C0151766,Liver function tests abnormal,T033,166603001
141866,1950,21010838,contraindication,Anuria,C0003460,Anuria,T047,2472002
141867,1959,21001245,contraindication,Functional visual loss,C0730512,Functional visual loss,T047,313165001
141868,1959,21001655,contraindication,Thromboembolic disorder,C0040038,Thromboembolic disorder,T047,371039008
141869,1963,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005
141870,1963,21013525,contraindication,Major Surgery with Prolonged Post-Operative Immobilization,,,,
141871,2034,21003302,contraindication,Central nervous system depression,C0151559,Central nervous system depression,T047,418072004
141872,2041,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
141873,2029,21013795,off-label use,Neuropathic pain,C0027796,Neuropathic pain,T184,247398009
141874,2029,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003
141875,2034,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
141876,2006,21002880,indication,Osteomyelitis due to Staphylococcus aureus,C1997728,Osteomyelitis due to Staphylococcus aureus,T047,428783003
141877,1982,21004377,contraindication,Hypovolemia,C0546884,Hypovolemia,T033,28560003
141878,1990,21002203,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004
141879,1986,21005429,indication,Seasonal allergic rhinitis,C0018621,Seasonal allergic rhinitis,T047,367498001
141880,2132,21003302,contraindication,Central nervous system depression,C0151559,Central nervous system depression,T047,418072004
141881,2132,21012103,contraindication,Exacerbation of asthma,C0349790,Exacerbation of asthma,T033,281239006
141882,2113,21001450,contraindication,Myocardial infarction in recovery phase,C1633725,Myocardial infarction in recovery phase,T201,418044006
141883,2120,21000985,contraindication,Suicidal thoughts,C0424000,Suicidal thoughts,T033,6471006
141884,2132,21002080,contraindication,Hiatal hernia,C3489393,Hiatal hernia,T190,84089009
141885,2100,21002080,contraindication,Hiatal hernia,C3489393,Hiatal hernia,T190,84089009
141886,2041,21002205,contraindication,Reduced Hepatic Blood Flow,,,,
141887,2100,21002310,contraindication,Bladder outflow obstruction,C0403654,Bladder outflow obstruction,T020,236645006
141888,2108,21001578,off-label use,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
141889,574,21001804,indication,Pneumonia due to Streptococcus,C0155862,Pneumonia due to Streptococcus,T047,34020007
141890,565,21000854,contraindication,Factor II deficiency,C3203356,Factor II deficiency,T047,73975000
141891,565,21001379,indication,Acute otitis media,C0271429,Acute otitis media,T047,3110003
141892,594,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
141893,594,21002475,contraindication,Endometriosis,C0014175,Endometriosis,T047,129103003
141894,593,21001283,indication,Allergic conjunctivitis,C0009766,Allergic conjunctivitis,T047,473460002
141895,593,21013818,contraindication,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,C1827786,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,T047,422681000
141896,589,21002593,indication,Bacterial Skin and Skin Structure Infection,,,,
141897,609,21010838,contraindication,Anuria,C0003460,Anuria,T047,2472002
141898,609,21004207,contraindication,Benign intracranial hypertension,C0033845,Benign intracranial hypertension,T047,68267002
141899,607,21000225,indication,Falciparum malaria,C0024535,Falciparum malaria,T047,62676009
141900,616,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
141901,616,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
141902,616,21000863,contraindication,Blood coagulation disorder,C0005779,Blood coagulation disorder,T047,64779008
141903,659,21000056,indication,Anthrax,C0003175,Anthrax,T047,409498004
141904,659,21001819,indication,Bacterial pneumonia,C0004626,Bacterial pneumonia,T047,53084003
141905,659,21001741,indication,Acute bacterial sinusitis,C0275556,Acute bacterial sinusitis,T047,75498004
141906,640,21001810,indication,Gram-Negative Aerobic Bacillary Pneumonia,,,,
141907,640,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
141908,640,21013433,indication,Bacterial urinary infection,C0729524,Bacterial urinary infection,T047,312124009
141909,669,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
141910,674,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006
141911,1768,21002180,contraindication,Cirrhosis of liver,C0023890,Cirrhosis of liver,T047,19943007
141912,1762,21002195,contraindication,Hepatic coma,C0019147,Hepatic coma,T047,72836002
141913,1763,21001763,contraindication,Nasal polyp,C0027430,Nasal polyp,T190,52756005
141914,1763,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007
141915,1767,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
141916,1767,21001450,contraindication,Myocardial infarction in recovery phase,C1633725,Myocardial infarction in recovery phase,T201,418044006
141917,1765,21009800,contraindication,Opioid Use Within Last 4 Hours in Narcotic-Dependent Patient,,,,
141918,1759,21002248,indication,Renal Disease with Edema,,,,
141919,1728,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
141920,1744,21001036,off-label use,Staphylococcal meningitis,C0154640,Staphylococcal meningitis,T047,12166008
141921,1732,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009
141922,1732,21001241,contraindication,Visual impairment,C3665347,Visual impairment,T033,397540003
141923,1738,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009
141924,1741,21000633,contraindication,Primary adrenocortical insufficiency,C0001403,Primary adrenocortical insufficiency,T047,373662000
141925,1830,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003
141926,1845,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005
141927,1845,21004864,off-label use,Neonatal Abstinence Syndrome,C0027609,Neonatal Abstinence Syndrome,T047,414819007
141928,1808,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007
141929,1794,21001562,contraindication,Sick sinus syndrome,C0037052,Sick sinus syndrome,T047,36083008
141930,1802,21003027,indication,Local anesthesia,C0002921,Local anesthesia,T061,386761002
141931,1805,21000775,contraindication,Hepatic porphyria,C0162533,Hepatic porphyria,T047,55056006
141932,1845,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
141933,198,21001848,indication,Streptococcus Pneumoniae Chronic Bronchitis,,,,
141934,198,21001796,indication,Pneumococcal pneumonia,C0155862,Pneumococcal pneumonia,T047,233607000
141935,197,21004188,indication,Pulmonary cryptococcosis,C0276688,Pulmonary cryptococcosis,T047,20953001
141936,257,21008593,indication,Familial hypercholesterolemia - heterozygous,C0342882,Familial hypercholesterolemia - heterozygous,T019,238079002
141937,257,21001455,indication,Myocardial Infarction Prevention,,,,
141938,256,21001637,contraindication,Cerebrovascular disease,C0007820,Cerebrovascular disease,T046,62914000
141939,255,21013872,off-label use,Essential tremor,C3543433,Essential tremor,T047,609558009
141940,237,21001413,contraindication,"Cardiac pacemaker, device",C0030163,"Cardiac pacemaker, device",T074,14106009
141941,209,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
141942,228,21003225,contraindication,Severe Nausea,,,,
141943,228,21002380,contraindication,Priapism,C0033117,Priapism,T047,6273006
141944,200,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
141945,269,21010168,off-label use,Polymyositis,C0085655,Polymyositis,T047,31384009
141946,268,21001775,indication,Nasal congestion,C0027424,Nasal congestion,T184,68235000
141947,268,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
141948,281,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
141949,281,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
141950,279,21002621,indication,Skin and Skin Structure Serratia Infection,,,,
141951,276,21000035,off-label use,Traveler's diarrhea,C0277528,Traveler's diarrhea,T047,11840006
141952,271,21001283,indication,Allergic conjunctivitis,C0009766,Allergic conjunctivitis,T047,473460002
141953,277,21001809,indication,Pneumonia due to Escherichia coli,C0276089,Pneumonia due to Escherichia coli,T047,51530003
141954,299,21000599,off-label use,Diabetic renal disease,C0011881,Diabetic renal disease,T047,127013003
141955,2115,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
141956,2115,21001763,contraindication,Nasal polyp,C0027430,Nasal polyp,T190,52756005
141957,2082,21001947,indication,Gingivostomatitis,C0149704,Gingivostomatitis,T047,20607006
141958,2052,21000759,contraindication,Disorder of electrolytes,C1704431,Disorder of electrolytes,T046,237840007
141959,2085,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
141960,2085,21001205,contraindication,Open-angle glaucoma,C0017612,Open-angle glaucoma,T047,84494001
141961,2046,21000703,contraindication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006
141962,2134,21012211,contraindication,Poisoning by phenobarbital,C0274643,Poisoning by phenobarbital,T037,64921004
141963,2134,21003202,contraindication,Dyspnea,C0013404,Dyspnea,T184,267036007
141964,2134,21001130,contraindication,Brain damage,C0270611,Brain damage,T037,2470005
141965,2146,21013442,contraindication,Chronic idiopathic constipation,C0267509,Chronic idiopathic constipation,T047,82934008
141966,2146,21002319,contraindication,Urethral stricture,C0041974,Urethral stricture,T190,76618002
141967,2146,21003160,contraindication,Lesion of brain,C0221505,Lesion of brain,T047,301766008
141968,2135,21002114,off-label use,Constipation,C0009806,Constipation,T184,14760008
141969,2134,21003346,contraindication,Poisoning by acetaminophen,C0237963,Poisoning by acetaminophen,T037,70273001
141970,2146,21000755,contraindication,Familial hyperkalemic periodic paralysis,C0238357,Familial hyperkalemic periodic paralysis,T047,304737009
141971,2142,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
141972,2199,21001916,indication,Disorder of lung,C0024115,Disorder of lung,T047,19829001
141973,2199,21001872,indication,Bronchiectasis,C0006267,Bronchiectasis,T047,12295008
141974,2152,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009
141975,2172,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
141976,2187,21001824,indication,Nosocomial pneumonia,C0949083,Nosocomial pneumonia,T047,425464007
141977,2187,21001924,indication,Lower respiratory tract infection,C0149725,Lower respiratory tract infection,T047,50417007
141978,2187,21002068,indication,E. Coli Appendicitis,,,,
141979,2150,21002091,contraindication,Toxic megacolon,C0025162,Toxic megacolon,T047,28536002
141980,704,21001637,contraindication,Cerebrovascular disease,C0007820,Cerebrovascular disease,T046,62914000
141981,711,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001
141982,692,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
141983,725,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004
141984,725,21000955,contraindication,Mood swings,C0085633,Mood swings,T084,18963009
141985,725,21000842,contraindication,Anemia,C0002871,Anemia,T047,271737000
141986,725,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
141987,722,21003278,contraindication,Hyperglycemia,C0020456,Hyperglycemia,T047,80394007
141988,720,21001483,off-label use,Bacterial endocarditis,C0014121,Bacterial endocarditis,T047,301183007
141989,725,21000579,contraindication,Thyrotoxicosis,C0040156,Thyrotoxicosis,T047,90739004
141990,734,21002024,contraindication,Duodenal ulcer disease,C0013295,Duodenal ulcer disease,T047,51868009
141991,734,21001161,contraindication,Disorder of muscle,C0026848,Disorder of muscle,T047,129565002
141992,734,21002628,off-label use,Pityriasis simplex,C0423775,Pityriasis simplex,T047,200767005
141993,734,21001494,off-label use,Pericarditis,C0031046,Pericarditis,T047,3238004
141994,749,21000737,contraindication,Acidosis,C0001122,Acidosis,T046,51387008
141995,749,21003316,contraindication,Injury of head,C0018674,Injury of head,T037,82271004
141996,734,21002690,indication,Pruritus ani,C0033775,Pruritus ani,T184,90446007
141997,757,21001219,indication,Cycloplegia,C0235238,Cycloplegia,T047,68158006
141998,760,21003130,contraindication,Hyperbilirubinemia,C0020433,Hyperbilirubinemia,T047,14783006
141999,765,21002037,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003
142000,770,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142001,768,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003
142002,768,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003
142003,802,21001768,indication,Sinusitis,C0037199,Sinusitis,T047,36971009
142004,810,21003277,contraindication,Azotemia,C0242528,Azotemia,T047,445009001
142005,1821,21013410,off-label use,Progressive Diffuse Large B-Cell Lymphoma,,,,
142006,1786,21001456,indication,Acute coronary syndrome,C0948089,Acute coronary syndrome,T047,394659003
142007,1892,21013540,contraindication,Radiation Therapy of Cranium,,,,
142008,1879,21001447,contraindication,Myocardial infarction,C0027051,Myocardial infarction,T047,22298006
142009,1878,21009799,contraindication,Kyphoscoliosis with Respiratory Compromise,,,,
142010,1897,21002352,contraindication,Urinary tract obstruction,C0178879,Urinary tract obstruction,T047,7163005
142011,1889,21001866,indication,Asthma,C0004096,Asthma,T047,195967001
142012,1854,21002244,contraindication,Transplant of kidney,C0022671,Transplant of kidney,T061,70536003
142013,1860,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
142014,1860,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142015,1854,21001146,contraindication,Peripheral nerve disease,C0031117,Peripheral nerve disease,T047,302226006
142016,1865,21003276,contraindication,Hyperuricemia,C0740394,Hyperuricemia,T047,35885006
142017,1973,21003070,contraindication,Continuous fever,C0424767,Continuous fever,T033,271751000
142018,1981,21002113,off-label use,Diverticulitis of gastrointestinal tract,C0349774,Diverticulitis of gastrointestinal tract,T047,271366000
142019,1981,21001840,indication,Haemophilus Influenzae Bronchitis,,,,
142020,1968,21000501,contraindication,Benign mammary dysplasia,C1305934,Benign mammary dysplasia,T046,57993004
142021,1978,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002
142022,1978,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001
142023,333,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
142024,328,21002766,contraindication,Denuded skin,C1626417,Denuded skin,T033,418242004
142025,348,21002643,off-label use,Eczema,C0013595,Eczema,T047,43116000
142026,328,21002627,indication,Seborrheic dermatitis,C0036508,Seborrheic dermatitis,T047,50563003
142027,302,21000764,contraindication,Fluid volume disorder,C2364164,Fluid volume disorder,T046,1860003
142028,305,21002293,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008
142029,305,21001565,contraindication,Sinus bradycardia,C0085610,Sinus bradycardia,T046,49710005
142030,305,21001646,contraindication,Raynaud's phenomenon,C0034735,Raynaud's phenomenon,T047,266261006
142031,305,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
142032,394,21001565,contraindication,Sinus bradycardia,C0085610,Sinus bradycardia,T046,49710005
142033,373,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009
142034,391,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003
142035,375,21000755,contraindication,Familial hyperkalemic periodic paralysis,C0238357,Familial hyperkalemic periodic paralysis,T047,304737009
142036,348,21000800,contraindication,Immunosuppression,C0021080,Immunosuppression,T040,38013005
142037,408,21003253,contraindication,Retention of urine,C0080274,Retention of urine,T033,267064002
142038,427,21001582,indication,Peripheral Edema due to Chronic Heart Failure,,,,
142039,419,21006011,contraindication,Citrullinemia,C0175683,Citrullinemia,T047,398680004
142040,441,21003316,contraindication,Injury of head,C0018674,Injury of head,T037,82271004
142041,438,21013745,contraindication,Fanconi's anemia,C0015625,Fanconi's anemia,T047,30575002
142042,463,21003157,indication,Vascular headache,C0042376,Vascular headache,T047,128187005
142043,463,21000955,contraindication,Mood swings,C0085633,Mood swings,T084,18963009
142044,463,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006
142045,463,21000725,contraindication,Hypophosphatemia,C0085682,Hypophosphatemia,T046,4996001
142046,484,21003277,contraindication,Azotemia,C0242528,Azotemia,T047,445009001
142047,2148,21000974,contraindication,Agoraphobia,C0001818,Agoraphobia,T048,70691001
142048,2253,21013704,contraindication,Avascular necrosis of bone,C0027543,Avascular necrosis of bone,T046,397758007
142049,2253,21000178,contraindication,Ophthalmic herpes simplex,C0019357,Ophthalmic herpes simplex,T047,186542001
142050,2253,21001791,indication,Edema of larynx,C0023052,Edema of larynx,T046,51599000
142051,2245,21002691,indication,Pruritus of genital organs,C0033777,Pruritus of genital organs,T184,267802000
142052,2231,21003348,indication,Cholinesterase Inhibitors Toxicity,,,,
142053,2245,21013403,indication,Follicular non-Hodgkin's lymphoma,C0024301,Follicular non-Hodgkin's lymphoma,T191,308121000
142054,2210,21007636,contraindication,Gastrointestinal perforation,C0151664,Gastrointestinal perforation,T047,51875005
142055,2240,21000967,indication,Anxiety,C0003467,Anxiety,T041,48694002
142056,2243,21002671,indication,Discoid lupus erythematosus,C0024138,Discoid lupus erythematosus,T047,200938002
142057,2291,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003
142058,2291,21001520,contraindication,Atrioventricular block,C0004245,Atrioventricular block,T047,233917008
142059,2303,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002
142060,2303,21001847,contraindication,Chronic bronchitis,C0008677,Chronic bronchitis,T047,63480004
142061,2303,21000716,contraindication,Gout,C0018099,Gout,T047,90560007
142062,2284,21001563,contraindication,Bradycardia,C0428977,Bradycardia,T046,48867003
142063,2286,21003217,indication,Nausea and vomiting,C0027498,Nausea and vomiting,T184,16932000
142064,2293,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009
142065,2279,21001475,contraindication,Pulmonary thromboembolism,C0524702,Pulmonary thromboembolism,T047,233935004
142066,2274,21001130,contraindication,Brain damage,C0270611,Brain damage,T037,2470005
142067,2270,21001522,contraindication,Second degree atrioventricular block,C0264906,Second degree atrioventricular block,T047,195042002
142068,2270,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003
142069,2274,21002109,contraindication,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,T046,126765001
142070,2272,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001
142071,2326,21001471,contraindication,Coronary arteriosclerosis,C0010054,Coronary arteriosclerosis,T047,53741008
142072,2326,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009
142073,2326,21001002,contraindication,Alcohol intoxication,C0001969,Alcohol intoxication,T048,25702006
142074,2326,21013695,contraindication,Coronary artery bypass graft,C0010055,Coronary artery bypass graft,T061,232717009
142075,811,21002180,contraindication,Cirrhosis of liver,C0023890,Cirrhosis of liver,T047,19943007
142076,773,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001
142077,774,21000413,contraindication,Acute infectious disease,C0275518,Acute infectious disease,T047,63171007
142078,824,21013454,contraindication,Pathological fracture,C0016663,Pathological fracture,T046,268029009
142079,824,21001355,indication,Disorder of eye,C0015397,Disorder of eye,T047,371405004
142080,824,21001192,indication,Iridocyclitis,C0022073,Iridocyclitis,T047,77971008
142081,824,21000180,contraindication,Herpes simplex keratitis,C0019357,Herpes simplex keratitis,T047,9389005
142082,818,21003293,contraindication,Nonspecific Abnormal Papanicolaou Smear of Cervix,,,,
142083,830,21000566,contraindication,Neoplasm of brain,C0006118,Neoplasm of brain,T191,126952004
142084,830,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001
142085,830,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002
142086,842,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
142087,842,21001543,contraindication,Ventricular tachycardia,C0042514,Ventricular tachycardia,T046,25569003
142088,842,21001770,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004
142089,842,21001517,contraindication,Complete atrioventricular block,C0151517,Complete atrioventricular block,T047,27885002
142090,842,21002221,contraindication,Dysfunction of sphincter of Oddi,C0878588,Dysfunction of sphincter of Oddi,T047,430887001
142091,854,21004912,off-label use,Hypertensive Emergency associated with Pregnancy,,,,
142092,864,21001205,indication,Open-angle glaucoma,C0017612,Open-angle glaucoma,T047,84494001
142093,912,21002576,contraindication,Gynecological Surgery,,,,
142094,888,21001111,indication,Cluster headache syndrome,C0009088,Cluster headache syndrome,T047,193031009
142095,901,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003
142096,1962,21013525,contraindication,Major Surgery with Prolonged Post-Operative Immobilization,,,,
142097,1922,21002067,contraindication,Pyloric obstruction,C1541124,Pyloric obstruction,T047,244815007
142098,1962,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009
142099,1950,21000697,contraindication,Deficiency of glucose-6-phosphate dehydrogenase,C2939465,Deficiency of glucose-6-phosphate dehydrogenase,T047,124134002
142100,1959,21001116,contraindication,Migraine,C0149931,Migraine,T047,37796009
142101,2033,21000526,contraindication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002
142102,2034,21000939,contraindication,Drug-induced psychosis,C0033937,Drug-induced psychosis,T048,191483003
142103,2034,21003300,contraindication,Hypoxia,C0242184,Hypoxia,T046,389086002
142104,2029,21000939,contraindication,Drug-induced psychosis,C0033937,Drug-induced psychosis,T048,191483003
142105,2029,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008
142106,2029,21000854,contraindication,Factor II deficiency,C3203356,Factor II deficiency,T047,73975000
