struct_id	relationship_name	disease_name	umls_cui	snomed_conceptid
305	contraindication	Acute pancreatitis	C0001339	197456007
305	contraindication	Severe chronic obstructive pulmonary disease	C0730607	313299006
380	contraindication	Gout	C0018099	90560007
375	contraindication	Gastrointestinal obstruction	C0236124	126765001
349	indication	Psoriasis with arthropathy	C0003872	33339001
349	contraindication	Exposure to varicella	C2732622	444453009
2239	contraindication	Gastrointestinal ulcer	C0237938	40845000
2240	contraindication	Disorder of lung	C0024115	19829001
2214	contraindication	Sepsis syndrome	C0242966	238150007
2214	indication	Hypercholesterolemia	C0020443	13644009
2291	contraindication	Kidney disease	C0022658	90708001
2291	indication	Paroxysmal atrial fibrillation	C0235480	282825002
2303	contraindication	Disease of liver	C0023895	235856003
2298	contraindication	Chronic disease of respiratory system	C0264220	17097001
2274	contraindication	At risk for aspiration	C0150012	371736008
2274	contraindication	Pyloric obstruction	C1541124	244815007
2265	contraindication	Open wound	C0332798	125643001
2270	contraindication	Kidney disease	C0022658	90708001
2276	contraindication	Severe chronic ulcerative colitis	C0267387	14311001
2267	contraindication	Disease of liver	C0023895	235856003
2326	contraindication	Chronic disease of respiratory system	C0264220	17097001
2326	contraindication	Hypovolemic shock	C0020683	39419009
2326	contraindication	Gastroesophageal reflux disease	C0017168	235595009
2328	contraindication	Anemia due to enzyme deficiency	C0272053	111577008
2406	contraindication	Breastfeeding (mother)	C1623040	413712001
2415	contraindication	Seizure disorder	C0014544	128613002
2331	contraindication	Myocardial ischemia	C0151744	414795007
2391	contraindication	Pancreatitis	C0030305	75694006
2407	indication	Restless legs	C0035258	32914008
953	contraindication	Cerebral edema	C0006114	2032001
918	contraindication	Dehydration	C0011175	34095006
939	contraindication	Hyperbilirubinemia	C0020433	14783006
926	off-label use	Paroxysmal supraventricular tachycardia	C0030590	67198005
926	contraindication	Angle-closure glaucoma	C0017605	392291006
1024	indication	Nasal discharge	C1260880	64531003
1024	indication	Influenza-like symptoms	C0392171	315642008
1024	contraindication	Asthenia	C0004093	13791008
974	contraindication	Seizure disorder	C0014544	128613002
982	contraindication	Hyperhidrosis	C0020458	312230002
988	contraindication	Severe chronic ulcerative colitis	C0267387	14311001
988	contraindication	Drug AND/OR toxin-induced diarrhea	C0267558	65979008
989	contraindication	Kidney disease	C0022658	90708001
1032	contraindication	Disease of liver	C0023895	235856003
1043	contraindication	Bleeding	C0019080	131148009
1057	contraindication	Bed-ridden	C0425251	160685001
1057	contraindication	Pulmonary thromboembolism	C0524702	233935004
3827	indication	Epilepsy	C0014544	84757009
4061	contraindication	Myasthenia gravis	C0026896	91637004
4061	contraindication	Decompensated cardiac failure	C0581377	195111005
3609	indication	Human immunodeficiency virus infection	C0019693	86406008
4072	contraindication	Hyponatremia	C0020625	89627008
3659	contraindication	Angina pectoris	C0002962	194828000
3909	off-label use	Babesiosis	C0004576	21061004
3952	contraindication	Orthostatic hypotension	C0020651	28651003
3927	contraindication	Breastfeeding (mother)	C1623040	413712001
3927	contraindication	Humoral hypercalcemia of malignancy	C0149911	47709007
4110	contraindication	Hyperkalemia	C0020461	14140009
3344	contraindication	Fever greater than 100.4 Fahrenheit	C1959900	426000000
3508	indication	Allergic rhinitis	C2607914	61582004
3524	contraindication	Eruption of skin	C0015230	271807003
3534	indication	Lennox-Gastaut syndrome	C0238111	230418006
3401	contraindication	Eruption of skin	C0015230	271807003
404	contraindication	Benign prostatic hyperplasia	C1739363	266569009
427	contraindication	Anuria	C0003460	2472002
419	contraindication	Disorder of muscle	C0026848	129565002
435	contraindication	Cirrhosis of liver	C0023890	19943007
441	contraindication	Breastfeeding (mother)	C1623040	413712001
439	contraindication	Visual impairment	C3665347	397540003
439	contraindication	Hyperactive behavior	C0424295	44548000
434	contraindication	Chronic obstructive lung disease	C0024117	13645005
489	contraindication	Ocular hypertension	C0028840	4210003
465	contraindication	Hypercalciuria	C0020438	71938000
499	contraindication	Disorder of cardiovascular system	C0007222	49601007
494	contraindication	Hyperthyroidism	C0020550	34486009
537	indication	Escherichia coli urinary tract infection	C0577708	301011002
542	indication	Infection due to Staphylococcus aureus	C1318973	406602003
2340	contraindication	Disease of liver	C0023895	235856003
2342	contraindication	Deep venous thrombosis	C0149871	128053003
2336	contraindication	Substance abuse	C0740858	66214007
2343	contraindication	Chronic disease of respiratory system	C0264220	17097001
2428	contraindication	Kidney disease	C0022658	90708001
2428	contraindication	Hypertensive disorder	C0020538	38341003
2436	contraindication	Disease of liver	C0023895	235856003
2424	contraindication	Retention of urine	C0080274	267064002
2424	contraindication	Chronic idiopathic constipation	C0267509	82934008
2439	contraindication	Low blood pressure	C0020649	45007003
2428	contraindication	Apnea	C0003578	1023001
2424	contraindication	Hypertensive urgency	C0745138	443482000
2424	indication	Posterior synechiae	C0152253	111512005
2420	contraindication	Gastrointestinal hemorrhage	C0017181	74474003
2543	contraindication	Hypertensive urgency	C0745138	443482000
2497	contraindication	Open-angle glaucoma	C0017612	84494001
2514	contraindication	Megaloblastic anemia due to folate deficiency	C0151482	85649008
2552	indication	Transplanted organ rejection	C0345468	213148006
2500	contraindication	Slow acetylator due to N-acetyltransferase enzyme variant	C1827377	425079005
2502	contraindication	Kidney disease	C0022658	90708001
2502	contraindication	Third trimester pregnancy	C0032981	41587001
2544	contraindication	Breastfeeding (mother)	C1623040	413712001
1057	contraindication	Optic disc edema	C0030353	423341008
1057	contraindication	Heart disease	C0018799	56265001
1057	contraindication	Diplopia	C0012569	24982008
1048	off-label use	Bacterial conjunctivitis	C0009768	128350005
1045	contraindication	Hypokalemia	C0020621	43339004
1051	indication	Meningitis	C0025289	7180009
1112	contraindication	Breastfeeding (mother)	C1623040	413712001
1129	indication	Duodenal ulcer disease	C0013295	51868009
1154	contraindication	Smokes tobacco daily	C3266136	449868002
1154	contraindication	Edema	C0013604	267038008
1082	contraindication	Functional visual loss	C0730512	313165001
1085	contraindication	Substance abuse	C0740858	66214007
1098	contraindication	Kidney disease	C0022658	90708001
1098	contraindication	Infectious disease	C0009450	40733004
1118	contraindication	Breastfeeding (mother)	C1623040	413712001
1088	contraindication	Pregnancy, function	C0032961	289908002
1154	contraindication	Visual impairment	C3665347	397540003
1068	contraindication	Hepatic failure	C0085605	59927004
1072	contraindication	Eaton-Lambert syndrome	C0022972	56989000
1072	contraindication	Disease of liver	C0023895	235856003
1261	indication	Yaws	C0043388	70647001
4213	indication	Humoral hypercalcemia of malignancy	C0149911	47709007
4213	off-label use	Congenital hypoplastic anemia	C1260899	88854002
4206	contraindication	Heart disease	C0018799	56265001
4240	contraindication	Anemia due to enzyme deficiency	C0272053	111577008
4207	contraindication	Severe dehydration	C3472181	450316000
4207	contraindication	Polyuria	C0032617	28442001
4218	indication	Hypertensive disorder	C0020538	38341003
4199	contraindication	Gastrointestinal obstruction	C0236124	126765001
4199	contraindication	Intestinal obstruction	C1258215	81060008
4168	contraindication	Transient ischemic attack	C0007787	266257000
4200	contraindication	Familial hyperkalemic periodic paralysis	C0238357	304737009
4162	off-label use	Duodenal ulcer disease	C0013295	51868009
4200	contraindication	Heart disease	C0018799	56265001
4199	contraindication	Achalasia of esophagus	C0014848	45564002
4176	contraindication	Body fluid retention	C0268000	43498006
4201	contraindication	Bleeding	C0019080	131148009
4271	contraindication	Chronic heart failure	C0264716	48447003
4271	contraindication	Atony of colon	C0267516	29479008
4265	indication	Pneumonia due to Pseudomonas	C0155860	41381004
4271	indication	Constipation	C0009806	14760008
4271	contraindication	Gastrointestinal perforation	C0151664	51875005
4266	contraindication	Diabetes mellitus	C0011849	73211009
4271	contraindication	Anemia	C0002871	271737000
4268	contraindication	Anemia due to enzyme deficiency	C0272053	111577008
4269	indication	Itching of ear	C0849907	699392007
4245	contraindication	Thyrotoxicosis	C0040156	90739004
525	indication	Lower respiratory tract infection	C0149725	50417007
525	indication	Acute bacterial bronchitis	C0339933	233598009
527	indication	Pneumonia	C0032285	233604007
559	off-label use	Pyrexia of unknown origin	C0015970	7520000
550	indication	Acute gonococcal endometritis	C0153196	65295003
555	indication	Acute Moraxella catarrhalis bronchitis	C0339932	195722003
547	indication	Bacterial urinary infection	C0729524	312124009
564	indication	Staphylococcal septicemia	C0152965	111821004
564	off-label use	Pyrexia of unknown origin	C0015970	7520000
565	indication	Impetigo	C0021099	48277006
594	contraindication	Shock	C0036974	27942005
591	indication	Pernicious anemia	C0002892	84027009
607	contraindication	Porphyria	C0032708	418470004
2544	contraindication	Surgical procedure	C0543467	387713003
2459	contraindication	Hepatic failure	C0085605	59927004
2478	contraindication	Lactic acidosis	C0001125	91273001
2475	contraindication	Hepatic coma	C0019147	72836002
2620	contraindication	Third trimester pregnancy	C0032981	41587001
2592	contraindication	Chronic hepatitis C	C0524910	128302006
2592	contraindication	Osteomalacia	C0029442	4598005
2592	contraindication	Congenital long QT syndrome	C1141890	442917000
2585	contraindication	Severe chronic obstructive pulmonary disease	C0730607	313299006
2581	contraindication	Disease of liver	C0023895	235856003
2725	contraindication	Tuberculosis	C0041296	56717001
2706	indication	Tonic-clonic epilepsy	C0014549	352818000
2708	contraindication	Hyperuricemia	C0740394	35885006
2712	contraindication	Pregnancy, function	C0032961	289908002
2711	off-label use	Neuropathic pain	C0027796	247398009
2722	contraindication	Breastfeeding (mother)	C1623040	413712001
2705	contraindication	Congenital long QT syndrome	C1141890	442917000
2722	contraindication	Sunburn	C0038814	23346002
2684	contraindication	Parkinsonism	C0242422	32798002
2684	indication	Dacryocystitis	C0010930	85777005
2699	contraindication	Hypertensive disorder	C0020538	38341003
2621	indication	Infection due to Toxocara	C0040553	406619001
2621	contraindication	Hepatic failure	C0085605	59927004
2638	indication	Malignant tumor of ovary	C1140680	363443007
1567	contraindication	Duodenal ulcer disease	C0013295	51868009
1219	contraindication	Gastrointestinal ulcer	C0237938	40845000
1245	contraindication	Pregnancy, function	C0032961	289908002
1214	contraindication	Prolonged QT interval	C0151878	111975006
1225	indication	Plaque psoriasis	C0406317	200965009
1225	indication	Primary cutaneous T-cell lymphoma	C0079773	400122007
1240	contraindication	Kidney stone	C0022650	95570007
1251	contraindication	Coronary artery spasm	C0010073	23687008
1251	contraindication	Vascular insufficiency of intestine	C2004435	82196007
1218	contraindication	Alcohol intoxication	C0001969	25702006
1209	contraindication	Serotonin syndrome	C0699828	371089000
1209	contraindication	Benign prostatic hyperplasia	C1739363	266569009
1213	contraindication	Parkinsonism	C0242422	32798002
1164	contraindication	Asthma	C0004096	195967001
1170	indication	Seasonal allergic rhinitis	C0018621	367498001
1199	contraindication	Anaphylaxis	C0002792	39579001
1204	contraindication	Herpes simplex keratoconjunctivitis	C0276228	72321008
1210	contraindication	Kidney disease	C0022658	90708001
1201	contraindication	Varicella-zoster virus infection	C0586989	309465005
1336	contraindication	Acute hepatitis	C0267797	37871000
1336	indication	Rhinitis	C0035455	70076002
1336	contraindication	Familial hyperkalemic periodic paralysis	C0238357	304737009
4247	contraindication	Diabetes mellitus	C0011849	73211009
4249	contraindication	Pregnancy, function	C0032961	289908002
4247	contraindication	Dehydration	C0011175	34095006
4479	contraindication	Hypercalciuria	C0020438	71938000
4452	indication	Contact dermatitis	C0011616	40275004
4491	contraindication	Hemosiderosis	C0019114	39011001
4411	contraindication	Operation on gastrointestinal tract	C0399610	386621005
4350	indication	Common cold	C0009443	82272006
4411	indication	Allergic conjunctivitis	C0009766	473460002
4456	indication	Autoimmune disease	C0004364	85828009
4343	contraindication	Hb SS disease	C0002895	127040003
4379	contraindication	Liver function tests abnormal	C0151766	166603001
4439	contraindication	Fecal impaction	C0015734	44635007
4379	contraindication	Torsades de pointes	C0040479	31722008
4441	contraindication	Gastroenteritis	C0017160	25374005
4454	contraindication	Mammography abnormal	C0262365	168750009
4496	contraindication	Hypothyroidism	C0020676	40930008
4380	contraindication	Bipolar disorder	C0005586	13746004
4454	contraindication	Chorea	C0008489	271700006
4485	indication	Eruption of skin	C0015230	271807003
4383	indication	Hypocalcemia	C0020598	5291005
614	indication	Spasticity	C0026838	221360009
610	contraindication	Carcinoma of female breast	C3163805	447782002
610	contraindication	Intermenstrual bleeding - irregular	C0025874	64996003
616	contraindication	Smokes tobacco daily	C3266136	449868002
616	contraindication	Reye's syndrome	C0035400	74351001
625	contraindication	Electroconvulsive therapy	C0013806	23835007
659	indication	Infective cystitis	C0600041	236620008
659	indication	Infection due to Pseudomonas aeruginosa	C0276075	11218009
659	indication	Malignant otitis externa due to Pseudomonas aeruginosa	C0395818	232230009
629	contraindication	Hypercalciuria	C0020438	71938000
633	contraindication	Osteopenia	C0029453	312894000
633	indication	Asthma	C0004096	195967001
678	indication	Osteomyelitis due to Staphylococcus aureus	C1997728	428783003
671	contraindication	Ocular hypertension	C0028840	4210003
669	off-label use	Acute otitis media	C0271429	3110003
663	contraindication	Hyponatremia	C0020625	89627008
703	contraindication	Open-angle glaucoma	C0017612	84494001
704	contraindication	Inflammatory dermatosis	C3875321	703938007
708	contraindication	Acute nephropathy	C0268734	58574008
725	contraindication	Chronic heart failure	C0264716	48447003
725	contraindication	Hypothyroidism	C0020676	40930008
2676	contraindication	Leukopenia	C0023530	84828003
2694	contraindication	Primary adrenocortical insufficiency	C0001403	373662000
2763	contraindication	Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant	C1827786	422681000
2727	contraindication	Edema	C0013604	267038008
2727	indication	Adrenogenital disorder	C0701163	267395000
2728	contraindication	Hyperparathyroidism	C0020502	66999008
2737	contraindication	Disease of liver	C0023895	235856003
2727	indication	Edema of larynx	C0023052	51599000
2738	indication	Scalp psoriasis	C0406326	238608008
2751	indication	Absence seizure	C0014553	79631006
2758	contraindication	Kidney disease	C0022658	90708001
2729	contraindication	Alcohol intoxication	C0001969	25702006
2749	contraindication	Carcinoma of female breast	C3163805	447782002
2770	contraindication	Chronic heart failure	C0264716	48447003
2770	contraindication	Hyperparathyroidism	C0020502	66999008
2835	indication	Hypercholesterolemia	C0020443	13644009
2807	indication	Staphylococcal pneumonia	C0032308	22754005
1280	indication	Bacterial conjunctivitis	C0009768	128350005
1300	contraindication	Fever greater than 100.4 Fahrenheit	C1959900	426000000
1300	contraindication	Hemolytic anemia	C0002878	61261009
1300	contraindication	Infectious disease	C0009450	40733004
1313	indication	Insomnia	C0917801	193462001
1277	contraindication	Chronic obstructive lung disease	C0024117	13645005
1379	contraindication	Alcohol withdrawal delirium	C0001957	8635005
1379	contraindication	Hepatic encephalopathy	C0019151	13920009
1380	contraindication	Constipation	C0009806	14760008
1375	contraindication	Diabetes mellitus	C0011849	73211009
1342	contraindication	Diabetes mellitus	C0011849	73211009
1377	contraindication	Kidney stone	C0022650	95570007
1358	contraindication	Acute gastric ulcer with hemorrhage	C0155967	89748001
1344	contraindication	Breastfeeding (mother)	C1623040	413712001
1386	contraindication	Ulcerative colitis	C0009324	64766004
1386	contraindication	Hypertensive disorder	C0020538	38341003
1385	contraindication	Hypercalcemia	C0020437	66931009
1385	contraindication	Impaired renal function disorder	C0341677	197663003
1386	contraindication	Thrombocytopenic disorder	C0040034	302215000
1386	contraindication	Reye's syndrome	C0035400	74351001
1385	contraindication	Sick sinus syndrome	C0037052	36083008
1385	contraindication	Acute vomiting	C0232597	23971007
1393	contraindication	Dependent drug abuse	C1510472	6525002
1393	contraindication	Hypercapnia	C0020440	29596007
1393	contraindication	Conduction disorder of the heart	C0264886	44808001
1400	contraindication	Open-angle glaucoma	C0017612	84494001
1395	contraindication	Anemia due to enzyme deficiency	C0272053	111577008
1388	indication	Angioedema	C0002994	41291007
1388	indication	Humoral hypercalcemia of malignancy	C0149911	47709007
4293	contraindication	Gastrointestinal obstruction	C0236124	126765001
4293	contraindication	Carcinoma of female breast	C3163805	447782002
4293	contraindication	Ketoacidosis in diabetes mellitus	C0011880	420422005
4302	indication	General anesthesia	C0002915	50697003
4331	contraindication	Dysphagia	C0011168	40739000
4290	contraindication	Dehydration	C0011175	34095006
4281	contraindication	Hypercalcemia	C0020437	66931009
4287	contraindication	Kidney disease	C0022658	90708001
4283	contraindication	Myxedema	C0027145	43153006
4510	indication	Fever	C0015967	386661006
4621	contraindication	Obesity	C0028754	414916001
4621	contraindication	Endometrial carcinoma	C0476089	254878006
4566	contraindication	Urinary incontinence	C0042024	165232002
4515	indication	Hypomagnesemia	C0151723	190855004
4517	indication	Incomplete passage of stool	C0426639	249515001
4526	indication	Gastroesophageal reflux disease	C0017168	235595009
26	contraindication	Kidney disease	C0022658	90708001
30	contraindication	Squamous cell carcinoma	C0007137	402815007
728	contraindication	Blood coagulation disorder	C0005779	64779008
726	contraindication	Rhabdomyolysis	C0035410	240131006
734	contraindication	Tuberculosis of eye	C0041322	49107007
751	contraindication	Hepatic failure	C0085605	59927004
751	contraindication	Retention of urine	C0080274	267064002
757	contraindication	Hypertensive disorder	C0020538	38341003
760	contraindication	Infectious disease	C0009450	40733004
770	contraindication	Hyperuricemia	C0740394	35885006
817	contraindication	Allergic rhinitis	C2607914	61582004
810	contraindication	Anuria	C0003460	2472002
786	contraindication	Granulocytopenic disorder	C0001824	417672002
785	contraindication	Neutropenic disorder	C0027947	303011007
773	contraindication	Kidney disease	C0022658	90708001
776	contraindication	Acute nephropathy	C0268734	58574008
824	contraindication	Diabetes mellitus	C0011849	73211009
824	contraindication	Tuberculosis	C0041296	56717001
824	contraindication	Chronic heart failure	C0264716	48447003
819	indication	Contact dermatitis	C0011616	40275004
818	contraindication	Dementia	C0497327	52448006
2808	contraindication	Schizophrenia	C0036341	58214004
2808	contraindication	Depressive disorder	C0011581	35489007
2771	contraindication	Cardiovascular event risk	C1273410	395112001
2806	contraindication	Sympathectomy	C0039038	57071006
2801	contraindication	Neutropenic disorder	C0027947	303011007
2776	indication	Bladder muscle dysfunction - overactive	C0403643	236633002
2977	indication	Candidiasis of the esophagus	C0239295	20639004
3135	contraindication	Hypercortisolism	C0001622	47270006
2990	contraindication	Diabetic retinopathy	C0011884	4855003
2990	contraindication	Surgical procedure	C0543467	387713003
3188	contraindication	Disorder of gallbladder	C0016977	39621005
3188	contraindication	Myocardial infarction	C0027051	22298006
3188	contraindication	Epilepsy	C0014544	84757009
3188	contraindication	Hypothyroidism	C0020676	40930008
3050	contraindication	Hiatal hernia	C3489393	84089009
3196	contraindication	Cryoglobulinemia	C0010403	30911005
3135	contraindication	Citrullinemia	C0175683	398680004
1429	contraindication	Autoimmune disease	C0004364	85828009
1429	contraindication	Graft-versus-host disease	C0018133	234646005
1433	contraindication	Sympathectomy	C0039038	57071006
1426	contraindication	Seizure disorder	C0014544	128613002
1447	contraindication	Hypercalcemia	C0020437	66931009
1496	contraindication	Hypertensive disorder	C0020538	38341003
1500	contraindication	Chronic lung disease	C0746102	413839001
1454	contraindication	Conduction disorder of the heart	C0264886	44808001
1457	off-label use	Contact dermatitis	C0011616	40275004
1508	indication	Hypertensive disorder	C0020538	38341003
1508	contraindication	Bone marrow depression	C0151773	307762000
1465	contraindication	Pheochromocytoma	C0031511	302835009
1474	contraindication	Kidney disease	C0022658	90708001
1482	off-label use	Small cell carcinoma of lung	C0149925	254632001
1482	contraindication	Bone marrow depression	C0151773	307762000
1407	contraindication	Thromboembolic disorder	C0040038	371039008
1407	contraindication	Hypothyroidism	C0020676	40930008
1407	contraindication	Ocular hypertension	C0028840	4210003
1422	contraindication	Pulmonary edema	C0034063	19242006
1407	contraindication	Operation on gastrointestinal tract	C0399610	386621005
1423	contraindication	Congenital heart disease	C0152021	13213009
1579	contraindication	Acute nephropathy	C0268734	58574008
1579	contraindication	Bacterial septicemia	C0684256	10001005
1572	contraindication	Disorder of coronary artery	C1956346	414024009
1572	contraindication	Seizure disorder	C0014544	128613002
4109	indication	Chemotherapy-induced nausea and vomiting	C0401160	236084000
56	off-label use	Familial periodic paralysis	C0030443	267607008
85	contraindication	Thrombotic thrombocytopenic purpura	C0034155	78129009
85	indication	Herpes simplex infection of skin	C0349719	240475000
150	indication	Pruritus ani	C0033775	90446007
150	indication	Primary cutaneous T-cell lymphoma	C0079773	400122007
141	contraindication	Thrombocytopenic disorder	C0040034	302215000
143	contraindication	Hepatic failure	C0085605	59927004
144	indication	Parkinsonism	C0242422	32798002
157	indication	Staphylococcal pneumonia	C0032308	22754005
119	contraindication	Neonatal hyperbilirubinemia	C0857007	281610001
180	off-label use	Posttraumatic stress disorder	C0038436	47505003
180	contraindication	Weight gain finding	C0043094	8943002
176	indication	Ventricular fibrillation	C0042510	71908006
176	contraindication	Pulmonary hemorrhage	C0151701	78144005
176	contraindication	Eosinophilic asthma	C1527407	367542003
184	contraindication	Chronic obstructive lung disease	C0024117	13645005
191	contraindication	Neuroleptic malignant syndrome	C0027849	15244003
195	contraindication	Hyperthyroidism	C0020550	34486009
830	indication	Vasomotor rhinitis	C0035460	8229003
842	indication	Vasomotor rhinitis	C0035460	8229003
852	indication	Anxiety	C0003467	48694002
842	contraindication	Chronic heart failure	C0264716	48447003
888	indication	Vascular headache	C0042376	128187005
886	contraindication	Hypercapnia	C0020440	29596007
875	contraindication	Thrombosis of retinal vein	C1527411	46085004
870	contraindication	Cerebrovascular accident	C0038454	230690007
870	contraindication	Thromboembolic disorder	C0040038	371039008
870	contraindication	Cardiovascular event risk	C1273410	395112001
867	contraindication	Hyperthyroidism	C0020550	34486009
867	contraindication	Disorder of connective tissue	C0009782	105969002
869	contraindication	Portal hypertension	C0020541	34742003
871	contraindication	Hyperlipidemia	C0020473	55822004
867	contraindication	Vitamin K deficiency	C0042880	52675005
2840	indication	Rickets	C0035579	41345002
2840	indication	Hypocalcemia	C0020598	5291005
2845	contraindication	Impaired renal function disorder	C0341677	197663003
2846	contraindication	Hypocalcemia	C0020598	5291005
2843	contraindication	Vitamin E deficiency	C0042875	54137008
4112	contraindication	Breastfeeding (mother)	C1623040	413712001
4112	contraindication	Bradycardia	C0428977	48867003
4135	contraindication	Motor tic disorder	C0751554	230337001
4137	contraindication	Suicidal thoughts	C0424000	6471006
4137	contraindication	Diabetes mellitus	C0011849	73211009
3862	contraindication	Breastfeeding (mother)	C1623040	413712001
4072	contraindication	Hb SS disease	C0002895	127040003
3609	contraindication	Surgical procedure	C0543467	387713003
3909	contraindication	Atopic dermatitis	C0011615	24079001
4061	contraindication	Hyperparathyroidism	C0020502	66999008
3927	off-label use	Hb SS disease	C0002895	127040003
4106	off-label use	Stomatitis	C0038362	61170000
3742	contraindication	Stupor	C0085628	89458003
4072	contraindication	Arteriosclerosis obliterans	C0003851	361133006
4133	off-label use	Carcinoma of breast	C0678222	254838004
4118	contraindication	Congenital long QT syndrome	C1141890	442917000
4119	indication	Primary cutaneous T-cell lymphoma	C0079773	400122007
3620	indication	Nasal congestion	C0027424	68235000
3487	contraindication	Mycosis	C0026946	3218000
1579	indication	Infestation by Phthirus pubis	C0030759	71011005
1540	off-label use	Bipolar affective disorder, current episode depression	C0005587	191627008
1531	indication	Hypertensive disorder	C0020538	38341003
1551	contraindication	Disorder of macula of retina	C0730362	312999006
1556	contraindication	Cirrhosis of liver	C0023890	19943007
1549	contraindication	Constipation	C0009806	14760008
1704	contraindication	Mammography abnormal	C0262365	168750009
1704	contraindication	Body fluid retention	C0268000	43498006
1655	contraindication	Disease of liver	C0023895	235856003
1704	contraindication	Hepatic porphyria	C0162533	55056006
1672	contraindication	Poisoning by digitalis glycoside	C0274726	12876009
1672	contraindication	Poisoning by acetaminophen	C0237963	70273001
1696	indication	Tonic-clonic epilepsy	C0014549	352818000
1709	indication	Peritonitis	C0031154	48661000
1610	contraindication	Hyponatremia	C0020625	89627008
1634	contraindication	Myocardial infarction in recovery phase	C1633725	418044006
1635	contraindication	Orthostatic hypotension	C0020651	28651003
2294	contraindication	Eye infection	C0015403	128351009
2303	contraindication	Bronchospasm	C0006266	4386001
2284	indication	Allergic rhinitis	C2607914	61582004
2274	contraindication	Bladder outflow obstruction	C0403654	236645006
2279	contraindication	Asthma	C0004096	195967001
2279	contraindication	Seizure disorder	C0014544	128613002
2271	contraindication	Low blood pressure	C0020649	45007003
2279	contraindication	Hepatic failure	C0085605	59927004
2274	contraindication	Disorder of coronary artery	C1956346	414024009
2255	contraindication	Rhabdomyolysis	C0035410	240131006
2265	contraindication	Kidney disease	C0022658	90708001
2267	contraindication	Leukopenia	C0023530	84828003
2326	indication	Seasonal allergic rhinitis	C0018621	367498001
2331	indication	Common cold	C0009443	82272006
2331	contraindication	Partial atrioventricular block	C1621824	195039008
2331	contraindication	Benign intracranial hypertension	C0033845	68267002
2331	contraindication	Benign prostatic hyperplasia	C1739363	266569009
2392	contraindication	Nausea	C0027497	422587007
2405	contraindication	Fever	C0015967	386661006
2406	contraindication	Disorder of muscle	C0026848	129565002
2415	contraindication	Blood coagulation disorder	C0005779	64779008
2370	contraindication	Hepatic coma	C0019147	72836002
2389	contraindication	Hyperprolactinemia	C0020514	237662005
2387	indication	Postmenopausal osteoporosis	C0029458	102447009
2387	contraindication	Constipation	C0009806	14760008
2378	contraindication	Hyperbilirubinemia	C0020433	14783006
2382	contraindication	Drug-induced hepatitis	C1262760	235876009
2383	contraindication	Seizure disorder	C0014544	128613002
2377	contraindication	Suicidal thoughts	C0424000	6471006
968	contraindication	Hyperkalemia	C0020461	14140009
960	contraindication	Myocarditis	C0027059	50920009
960	contraindication	Heart disease	C0018799	56265001
961	off-label use	Lyme disease	C0024198	23502006
965	indication	Rosacea	C0035854	398909004
965	contraindication	Ocular hypertension	C0028840	4210003
960	indication	Multiple myeloma	C0026764	109989006
947	contraindication	Pheochromocytoma	C0031511	302835009
954	contraindication	Hepatic failure	C0085605	59927004
962	contraindication	Disease of liver	C0023895	235856003
941	contraindication	Hemochromatosis	C0018995	399187006
966	contraindication	Kidney disease	C0022658	90708001
966	contraindication	Drug AND/OR toxin-induced diarrhea	C0267558	65979008
934	contraindication	Methemoglobinemia	C0025637	38959009
926	contraindication	Hyperkalemia	C0020461	14140009
924	contraindication	Idiopathic hypertrophic subaortic stenosis	C0700053	360465008
1024	contraindication	Low blood pressure	C0020649	45007003
1024	contraindication	Blood coagulation disorder	C0005779	64779008
1005	contraindication	Angioedema	C0002994	41291007
995	contraindication	Smokes tobacco daily	C3266136	449868002
1557	contraindication	Classical phenylketonuria	C0751434	7573000
988	contraindication	Asthma	C0004096	195967001
1003	contraindication	Acute nephropathy	C0268734	58574008
1003	contraindication	Fanconi syndrome	C0015624	40488004
989	contraindication	Steatosis of liver	C2711227	197321007
3356	contraindication	Diabetes mellitus	C0011849	73211009
3424	contraindication	Gastrointestinal ulcer	C0237938	40845000
3424	contraindication	Constipation	C0009806	14760008
3424	contraindication	Disease of liver	C0023895	235856003
3462	contraindication	Hypovolemic shock	C0020683	39419009
3347	contraindication	Diabetes mellitus	C0011849	73211009
3591	indication	Red eye	C0235267	75705005
3333	indication	Gonorrhea of pharynx	C0149966	74372003
4244	indication	Constipation	C0009806	14760008
4213	indication	Inflammatory dermatosis	C3875321	703938007
4213	indication	Corneal abrasion	C0010032	85848002
4212	contraindication	Familial hyperkalemic periodic paralysis	C0238357	304737009
4218	contraindication	Disease of liver	C0023895	235856003
4149	indication	Infectious disease of abdomen	C1112209	128070006
4161	contraindication	Hyperlipidemia	C0020473	55822004
4170	contraindication	Edema	C0013604	267038008
4170	indication	Lipodystrophy due to Human immunodeficiency virus infection and antiretroviral therapy	C3854116	705149003
4199	contraindication	Benign prostatic hyperplasia	C1739363	266569009
1765	contraindication	Urethral stricture	C0041974	76618002
1759	contraindication	Sympathectomy	C0039038	57071006
1757	contraindication	Acute hepatitis	C0267797	37871000
1728	contraindication	Low blood pressure	C0020649	45007003
1726	contraindication	Vitamin K deficiency	C0042880	52675005
1736	indication	Urinary incontinence	C0042024	165232002
1845	contraindication	Hepatic failure	C0085605	59927004
1813	indication	Acute gonococcal endometritis	C0153196	65295003
